Datetime,Sport,Events,highlight_event,Venue,Location
2021-07-24 01:00:00,Volleyball,Men's Preliminary Pool B: Brazil vs Tunisia,False,Ariake Arena,"35.643512573489566, 139.79473745950065"
2021-07-24 01:00:00,Table Tennis,Men's Singles Preliminary Round,False,Tokyo Metropolitan Gymnasium,"35.679538129089025, 139.71224149090568"
2021-07-24 01:00:00,Table Tennis,Women's Singles Preliminary Round,False,Tokyo Metropolitan Gymnasium,"35.679538129089025, 139.71224149090568"
2021-07-24 01:00:00,Table Tennis,Mixed Doubles Round of 16,False,Tokyo Metropolitan Gymnasium,"35.679538129089025, 139.71224149090568"
2021-07-24 01:30:00,Archery,Mixed Team 1/8 Eliminations,False,Yumenoshima Park Archery Field,"35.65025376166539, 139.82892847281852"
2021-07-24 01:30:00,Hockey,Men's Pool A: Japan vs Australia,False,Oi Hockey Stadium,"35.59269081886343, 139.75405101776522"
2021-07-24 01:30:00,Hockey,Men's Pool B: Netherlands vs Belgium,False,Oi Hockey Stadium,"35.59269081886343, 139.75405101776522"
2021-07-24 01:50:00,Weightlifting,Women's 49 kg Group B,False,Tokyo International Forum,"35.67697382447295, 139.76380194086386"
2021-07-24 02:00:00,Artistic Gymnastics,Men's Qualification,False,Ariake Gymnastics Centre,"35.64167062421445, 139.79257372832834"
2021-07-24 02:00:00,Taekwondo,Women -49 kg Round of 16 (8 matches),False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-24 02:00:00,Taekwondo,Men -58 kg Round of 16 (8 matches),False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-24 02:00:00,Taekwondo,Women -49 kg Quarterfinals (4 matches),False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-24 02:00:00,Taekwondo,Men -58 kg Quarterfinals (4 matches),False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-24 02:00:00,Taekwondo,Women -49 kg Semifinals (2 matches),False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-24 02:00:00,Taekwondo,Men -58 kg Semifinals (2 matches),False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-24 02:00:00,Baseball/Softball,Softball Opening Round: Australia vs Canada,False,Yokohama Baseball Stadium,"35.44332814187166, 139.64046498472052"
2021-07-24 02:00:00,Baseball/Softball,Softball Opening Round: United States vs Mexico,False,Yokohama Baseball Stadium,"35.44332814187166, 139.64046498472052"
2021-07-24 02:00:00,Hockey,Men's Pool A: New Zealand vs India,False,Oi Hockey Stadium,"35.59269081886343, 139.75405101776522"
2021-07-24 02:00:00,Hockey,Men's Pool A: Argentina vs Spain,False,Oi Hockey Stadium,"35.59269081886343, 139.75405101776522"
2021-07-24 02:15:00,3X3 Basketball,Women's Pool Round (2 games),False,Aomi Urban Sports Park,
2021-07-24 02:15:00,3X3 Basketball,Men's Pool Round (2 games),False,Aomi Urban Sports Park,
2021-07-24 03:00:00,Boxing,Women's Feather (54-57kg) - Preliminaries - Round of 32,False,Kokugikan Arena,"35.69708642863296, 139.79336043405075"
2021-07-24 03:00:00,Boxing,Women's Welter (64-69kg) - Preliminaries - Round of 32,False,Kokugikan Arena,"35.69708642863296, 139.79336043405075"
2021-07-24 03:00:00,Boxing,Men's Feather (52-57kg) - Preliminaries - Round of 32,False,Kokugikan Arena,"35.69708642863296, 139.79336043405075"
2021-07-24 03:00:00,Boxing,Men's Welter (63-69kg) - Preliminaries - Round of 32,False,Kokugikan Arena,"35.69708642863296, 139.79336043405075"
2021-07-24 03:00:00,Boxing,Men's Heavy (81-91kg) - Preliminaries - Round of 32,False,Kokugikan Arena,"35.69708642863296, 139.79336043405075"
2021-07-24 03:00:00,Judo,Women -48 kg Elimination Rounds,False,Nippon Budokan,"35.69328639505304, 139.74961103902368"
2021-07-24 03:00:00,Judo,Women -48 kg Quarterfinals,False,Nippon Budokan,"35.69328639505304, 139.74961103902368"
2021-07-24 03:00:00,Judo,Men -60 kg Elimination Rounds,False,Nippon Budokan,"35.69328639505304, 139.74961103902368"
2021-07-24 03:00:00,Judo,Men -60 kg Quarterfinals,False,Nippon Budokan,"35.69328639505304, 139.74961103902368"
2021-07-24 03:00:00,Cycling Road,Men's Road Race,False,Fuji international Speedway,
2021-07-24 03:00:00,Tennis,Men's Singles First Round,False,Ariake Tennis Park,"35.63522638292027, 139.78961039488578"
2021-07-24 03:00:00,Tennis,Women's Singles First Round,False,Ariake Tennis Park,"35.63522638292027, 139.78961039488578"
2021-07-24 03:00:00,Tennis,Men's Doubles First Round,False,Ariake Tennis Park,"35.63522638292027, 139.78961039488578"
2021-07-24 03:00:00,Tennis,Women's Doubles First Round,False,Ariake Tennis Park,"35.63522638292027, 139.78961039488578"
2021-07-24 05:50:00,Weightlifting,Women's 49 kg Group A,False,Tokyo International Forum,"35.67697382447295, 139.76380194086386"
2021-07-24 06:00:00,Water Polo,Women's Preliminary Round - Group B: Japan vs United States,False,Tatsumi Water Polo Centre,"35.647754733125474, 139.8195228619168"
2021-07-24 06:00:00,Water Polo,Women's Preliminary Round - Group A: Canada vs Australia,False,Tatsumi Water Polo Centre,"35.647754733125474, 139.8195228619168"
2021-07-24 06:00:00,3X3 Basketball,Women's Pool Round (2 games),False,Aomi Urban Sports Park,
2021-07-24 06:00:00,3X3 Basketball,Men's Pool Round (2 games),False,Aomi Urban Sports Park,
2021-07-24 06:15:00,Table Tennis,Men's Singles Round 1,False,Tokyo Metropolitan Gymnasium,"35.679538129089025, 139.71224149090568"
2021-07-24 06:15:00,Table Tennis,Women's Singles Round 1,False,Tokyo Metropolitan Gymnasium,"35.679538129089025, 139.71224149090568"
2021-07-24 06:20:00,Volleyball,Men's Preliminary Round - Pool B: ROC vs Argentina,False,Ariake Arena,"35.643512573489566, 139.79473745950065"
2021-07-24 06:20:00,Volleyball,Men's Preliminary Round - Pool A: Japan vs Venezuela,False,Ariake Arena,"35.643512573489566, 139.79473745950065"
2021-07-24 06:15:00,Handball,Men's Preliminary Round Group B: Sweden vs Bahrain,False,Yoyogi National Stadium,"35.66773432212354, 139.70019944667044"
2021-07-24 06:15:00,Handball,Men's Preliminary Round Group A: Germany vs Spain,False,Yoyogi National Stadium,"35.66773432212354, 139.70019944667044"
2021-07-24 06:15:00,Archery,Mixed Team: Quarterfinals,False,Yumenoshima Park Archery Field,"35.65025376166539, 139.82892847281852"
2021-07-24 06:15:00,Archery,Mixed Team: Semifinals,False,Yumenoshima Park Archery Field,"35.65025376166539, 139.82892847281852"
2021-07-24 06:15:00,Archery,Mixed Team: Bronze Medal Match,False,Yumenoshima Park Archery Field,"35.65025376166539, 139.82892847281852"
2021-07-24 06:15:00,Archery, Mixed Team: Gold Medal Match,True,Yumenoshima Park Archery Field,"35.65025376166539, 139.82892847281852"
2021-07-24 09:30:00,3X3 Basketball,Women's Pool Round (2 games),False,Aomi Urban Sports Park,
2021-07-24 09:30:00,3X3 Basketball,Men's Pool Round (2 games),False,Aomi Urban Sports Park,
2021-07-24 06:30:00,Artistic Gymnastics,Men's Qualification,False,Ariake Gymnastics Centre,"35.64167062421445, 139.79257372832834"
2021-07-24 07:00:00,Beach Volleyball,Men's or Women's Preliminaries (3 matches),False,Shiokaze Park,"35.62426208355979, 139.76843705331703"
2021-07-24 08:30:00,Football,Women's Group E: Chile vs Canada,False,Sapporo Dome,"43.01517544330762, 141.41041300340524"
2021-07-24 08:30:00,Football,Women's Group E: Japan vs Great Britain,False,Sapporo Dome,"43.01517544330762, 141.41041300340524"
2021-07-24 09:00:00,Boxing,Women's Feather (54-57kg) - Preliminaries - Round of 32,False,Kokugikan Arena,"35.69708642863296, 139.79336043405075"
2021-07-24 09:00:00,Boxing,Men's Feather (52-57kg) - Preliminaries - Round of 32,False,Kokugikan Arena,"35.69708642863296, 139.79336043405075"
2021-07-24 09:00:00,Boxing,Men's Welter (63-69kg) - Preliminaries - Round of 32,False,Kokugikan Arena,"35.69708642863296, 139.79336043405075"
2021-07-24 09:00:00,Boxing,Men's Super Heavy (+91kg) - Preliminaries - Round of 32,False,Kokugikan Arena,"35.69708642863296, 139.79336043405075"
2021-07-24 09:00:00,Judo,Women -48 kg Repechage,False,Nippon Budokan,"35.69328639505304, 139.74961103902368"
2021-07-24 09:00:00,Judo,Women -48 kg Semifinals,False,Nippon Budokan,"35.69328639505304, 139.74961103902368"
2021-07-24 09:00:00,Judo,Men -60 kg Repechage,False,Nippon Budokan,"35.69328639505304, 139.74961103902368"
2021-07-24 09:00:00,Judo,Men -60 kg Semifinals,False,Nippon Budokan,"35.69328639505304, 139.74961103902368"
2021-07-24 09:00:00,Judo,Women -48 kg Contests for Bronze Medal,False,Nippon Budokan,"35.69328639505304, 139.74961103902368"
2021-07-24 09:00:00,Judo,Women -48 kg Final,False,Nippon Budokan,"35.69328639505304, 139.74961103902368"
2021-07-24 09:00:00,Judo,Men -60 kg Contests for Bronze Medal,False,Nippon Budokan,"35.69328639505304, 139.74961103902368"
2021-07-24 09:00:00,Judo,Men -60 kg Final,False,Nippon Budokan,"35.69328639505304, 139.74961103902368"
2021-07-24 09:00:00,Equestrian,Dressage Grand Prix Team and Individual Day 1,False,Equestrian Park,"35.6369951864692, 139.63364991415503"
2021-07-24 09:00:00,Football,Women's Group F: China vs Zambia,False,Miyagi Stadium,"38.33557331725407, 140.95096377309127"
2021-07-24 09:00:00,Football,Women's Group F: Netherlands vs Brazil,False,Miyagi Stadium,"38.33557331725407, 140.95096377309127"
2021-07-24 09:30:00,Football,Women's Group G: Sweden vs Australia,False,Saitama Stadium,"35.903408731875246, 139.71816554795595"
2021-07-24 09:30:00,Football,Women's Group G: New Zealand vs United States,False,Saitama Stadium,"35.903408731875246, 139.71816554795595"
2021-07-24 10:00:00,Fencing,Women's Epée Individual Semifinals,False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-24 10:00:00,Fencing,Men's Sabre Individual Semifinals,False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-24 10:00:00,Fencing,Women's Epée Individual Bronze Medal Bout,False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-24 10:00:00,Badminton,Men's Singles Group Play Stage,False,Musashino Forest Sport Plaza,"35.66516093172041, 139.52508181634872"
2021-07-24 10:00:00,Badminton,Women's Singles Group Play Stage,False,Musashino Forest Sport Plaza,"35.66516093172041, 139.52508181634872"
2021-07-24 10:00:00,Badminton,Men's Doubles Group Play Stage,False,Musashino Forest Sport Plaza,"35.66516093172041, 139.52508181634872"
2021-07-24 10:00:00,Badminton,Women's Doubles Group Play Stage,False,Musashino Forest Sport Plaza,"35.66516093172041, 139.52508181634872"
2021-07-24 10:00:00,Badminton,Mixed Doubles Group Play Stage,False,Musashino Forest Sport Plaza,"35.66516093172041, 139.52508181634872"
2021-07-24 10:20:00,Water Polo,Women's Preliminary Round - Group A: South Africa vs Spain,False,Tatsumi Water Polo Centre,"35.647754733125474, 139.8195228619168"
2021-07-24 10:20:00,Water Polo,Women's Preliminary Round - Group B: China vs ROC,False,Tatsumi Water Polo Centre,"35.647754733125474, 139.8195228619168"
2021-07-24 10:30:00,Hockey,Men's Pool B: Great Britain vs South Africa,False,Oi Hockey Stadium,"35.59269081886343, 139.75405101776522"
2021-07-24 10:30:00,Hockey,Women's Pool A: Netherlands vs India,False,Oi Hockey Stadium,"35.59269081886343, 139.75405101776522"
2021-07-24 11:00:00,Hockey,Men's Pool B: Canada vs Germany,False,Oi Hockey Stadium,"35.59269081886343, 139.75405101776522"
2021-07-24 11:00:00,Hockey,Women's Pool A: Ireland vs South Africa,False,Oi Hockey Stadium,"35.59269081886343, 139.75405101776522"
2021-07-24 11:00:00,Taekwondo,Women -49 kg Repechages (2 matches),False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-24 11:00:00,Taekwondo,Men -58 kg Repechages (2 matches),False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-24 11:00:00,Taekwondo,Women -49 kg Bronze Medal Contests (2 matches),False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-24 11:00:00,Taekwondo,Men -58 kg Bronze Medal Contests (2 matches),False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-24 11:00:00,Taekwondo,Women -49 kg Gold Medal Contest,True,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-24 11:00:00,Taekwondo,Men -58 kg Gold Medal Contest,True,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-24 11:00:00,Swimming,Men's 400m Individual Medley - Heats,False,Tokyo Aquatics Centre,"35.65154002713155, 139.81526845227876"
2021-07-24 11:00:00,Swimming,Women's 100m Butterfly - Heats,False,Tokyo Aquatics Centre,"35.65154002713155, 139.81526845227876"
2021-07-24 11:00:00,Swimming,Men's 400m Freestyle - Heats,False,Tokyo Aquatics Centre,"35.65154002713155, 139.81526845227876"
2021-07-24 11:00:00,Swimming,Women's 400m Individual Medley - Heats,False,Tokyo Aquatics Centre,"35.65154002713155, 139.81526845227876"
2021-07-24 11:00:00,Swimming,Men's 100m Breaststroke - Heats,False,Tokyo Aquatics Centre,"35.65154002713155, 139.81526845227876"
2021-07-24 11:00:00,Swimming,Women's 4 x 100m Freestyle Relay - Heats,False,Tokyo Aquatics Centre,"35.65154002713155, 139.81526845227876"
2021-07-24 11:30:00,Artistic Gymnastics,Men's Qualification,False,Ariake Gymnastics Centre,"35.64167062421445, 139.79257372832834"
2021-07-24 11:30:00,Table Tennis,Men's Singles Round 1,False,Tokyo Metropolitan Gymnasium,"35.679538129089025, 139.71224149090568"
2021-07-24 11:30:00,Table Tennis,Women's Singles Round 1,False,Tokyo Metropolitan Gymnasium,"35.679538129089025, 139.71224149090568"
2021-07-24 11:30:00,Handball,Men's Preliminary Round Group B: Portugal vs Egypt,False,Yoyogi National Stadium,"35.66773432212354, 139.70019944667044"
2021-07-24 11:30:00,Handball,Men's Preliminary Round Group B: Denmark vs Japan,False,Yoyogi National Stadium,"35.66773432212354, 139.70019944667044"
2021-07-24 11:40:00,Volleyball,Men's Preliminary Round - Pool A: Poland vs Islamic Rep. of Iran,False,Ariake Arena,"35.643512573489566, 139.79473745950065"
2021-07-24 11:40:00,Volleyball,Men's Preliminary Round - Pool B: United States vs France,False,Ariake Arena,"35.643512573489566, 139.79473745950065"
2021-07-24 13:00:00,3X3 Basketball,Women's Pool Round (2 games),False,Aomi Urban Sports Park,
2021-07-24 13:00:00,3X3 Basketball,Men's Pool Round (2 games),False,Aomi Urban Sports Park,
2021-07-24 12:00:00,Softball/Baseball,Softball Opening Round: Japan vs Italy,False,Yokohama Baseball Stadium,
2021-07-24 12:00:00,Beach Volleyball,Men's or Women's Preliminaries (3 matches),False,Shiokaze Park,"35.62426208355979, 139.76843705331703"
2021-07-25 23:00:00,Surfing,Men's Round 1,False,Tsurigasaki Surfing Beach,"35.336127096773154, 140.39491001303773"
2021-07-25 23:00:00,Surfing,Women's Round 1,False,Tsurigasaki Surfing Beach,"35.336127096773154, 140.39491001303773"
2021-07-25 23:00:00,Surfing,Men's Round 2,False,Tsurigasaki Surfing Beach,"35.336127096773154, 140.39491001303773"
2021-07-25 23:00:00,Surfing,Women's Round 2,False,Tsurigasaki Surfing Beach,"35.336127096773154, 140.39491001303773"
2021-07-25 01:00:00,Volleyball,Women's Preliminary Round - Pool B: ROC vs Italy,False,Ariake Arena,"35.643512573489566, 139.79473745950065"
2021-07-25 01:00:00,Volleyball,Women's Preliminary Round - Pool B: United States vs Argentina,False,Ariake Arena,"35.643512573489566, 139.79473745950065"
2021-07-25 01:00:00,Skateboarding,Men's Street Prelims Heats,False,Ariake Urban Sports Park,"35.63870992266322, 139.78568228668425"
2021-07-25 01:00:00,Skateboarding,Men's Street Final,False,Ariake Urban Sports Park,"35.63870992266322, 139.78568228668425"
2021-07-25 01:00:00,Shooting,Skeet Women's Qualification - Day 1,False,Asaka Shooting Range,"35.7811380207295, 139.58779467064903"
2021-07-25 01:00:00,Shooting,Skeet Men's Qualification - Day 1,False,Asaka Shooting Range,"35.7811380207295, 139.58779467064903"
2021-07-25 01:00:00,Shooting,10m Air Pistol Women's Qualification. 10m Air Pistol Women's Finals,False,Asaka Shooting Range,"35.7811380207295, 139.58779467064903"
2021-07-25 01:00:00,Shooting,10m Air Pistol Women's Victory Ceremony,True,Asaka Shooting Range,"35.7811380207295, 139.58779467064903"
2021-07-25 01:00:00,Shooting,10m Air Rifle Men's Qualification,False,Asaka Shooting Range,"35.7811380207295, 139.58779467064903"
2021-07-25 01:00:00,Shooting,10m Air Rifle Men's Finals,False,Asaka Shooting Range,"35.7811380207295, 139.58779467064903"
2021-07-25 01:00:00,Shooting,10m Air Rifle Men's Victory Ceremony,True,Asaka Shooting Range,"35.7811380207295, 139.58779467064903"
2021-07-25 01:00:00,Rowing,Men's Single Sculls Semifinals E/F,False,Sea Forest Waterway,"35.60796457817903, 139.8147625026683"
2021-07-25 01:00:00,Rowing,Women's Single Sculls Semifinals E/F,False,Sea Forest Waterway,"35.60796457817903, 139.8147625026683"
2021-07-25 01:00:00,Rowing,Men's Pair Repechage,False,Sea Forest Waterway,"35.60796457817903, 139.8147625026683"
2021-07-25 01:00:00,Rowing,Women's Pair Repechage,False,Sea Forest Waterway,"35.60796457817903, 139.8147625026683"
2021-07-25 01:00:00,Rowing,Lightweight Men's Double Sculls Repechages,False,Sea Forest Waterway,"35.60796457817903, 139.8147625026683"
2021-07-25 01:00:00,Rowing,Lightweight Women's Double Sculls Repechages,False,Sea Forest Waterway,"35.60796457817903, 139.8147625026683"
2021-07-25 01:00:00,Rowing,Men's Quadruple Sculls Repechage,False,Sea Forest Waterway,"35.60796457817903, 139.8147625026683"
2021-07-25 01:00:00,Rowing,Women's Quadruple Sculls Repechage,False,Sea Forest Waterway,"35.60796457817903, 139.8147625026683"
2021-07-25 01:00:00,Rowing,Men's Eight Heats,False,Sea Forest Waterway,"35.60796457817903, 139.8147625026683"
2021-07-25 01:00:00,Rowing,Women's Eight Heats,False,Sea Forest Waterway,"35.60796457817903, 139.8147625026683"
2021-07-25 01:00:00,Beach Volleyball,Men's or Women's Preliminaries (4 matches),False,Shiokaze Park,"35.62426208355979, 139.76843705331703"
2021-07-25 01:00:00,Handball,Women's Preliminary Round Group A: Netherlands vs Japan,False,Yoyogi National Stadium,"35.66773432212354, 139.70019944667044"
2021-07-25 01:00:00,Handball,Women's Preliminary Round Group B: ROC vs Brazil,False,Yoyogi National Stadium,"35.66773432212354, 139.70019944667044"
2021-07-25 01:00:00,Fencing,Women's Foil Individual Table of 64,False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-25 01:00:00,Fencing,Men's Epée Individual Table of 64,False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-25 01:00:00,Fencing,Women's Foil Individual Table of 32,False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-25 01:00:00,Fencing,Men's Epée Individual Table of 32,False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-25 01:00:00,Fencing,Women's Foil Individual Table of 16,False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-25 01:00:00,Fencing,Men's Epée Individual Table of 16,False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-25 01:00:00,Fencing,Women's Foil Individual Quarterfinals,False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-25 01:00:00,Fencing,Men's Epée Individual Quarterfinals,False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
