Customer ID,Flight Number,Flight Date,Action,Date,Class,Row,Seat,seats_booked,Capacity,Capacity %
000007656,PA002,2024-03-30,Upgraded,2023-12-20,Business,17,2,1,40,0.025
000001734,PA002,2024-03-30,Upgraded,2023-12-28,Business,10,2,2,40,0.05
000006170,PA002,2024-03-30,Upgraded,2024-01-20,Business,16,4,3,40,0.075
000003514,PA002,2024-03-30,Upgraded,2024-01-28,Business,11,1,4,40,0.1
000008209,PA002,2024-03-30,Seat Changed,2024-01-28,Business,14,1,5,40,0.125
000001975,PA002,2024-03-30,Upgraded,2024-02-01,Business,13,1,6,40,0.15
000003766,PA002,2024-03-30,Upgraded,2024-02-26,Business,13,3,7,40,0.175
000009438,PA002,2024-03-30,Upgraded,2024-03-02,Business,10,4,8,40,0.2
000007558,PA002,2024-03-30,Seat Changed,2024-03-05,Business,15,4,9,40,0.225
000000642,PA002,2024-03-30,Upgraded,2024-03-15,Business,16,1,10,40,0.25
000007687,PA002,2024-03-30,Upgraded,2024-03-22,Business,13,4,11,40,0.275
,PA002,2024-03-30,,2024-02-28,Economy,,,0,160,0.0
000001346,PA002,2024-03-30,Seat Changed,2024-03-26,First,5,2,1,32,0.03125
000009369,PA002,2024-03-30,Booked,2023-12-14,Premium Economy,20,4,1,64,0.015625
000003111,PA002,2024-03-30,Booked,2023-12-14,Premium Economy,26,2,2,64,0.03125
000001086,PA002,2024-03-30,Seat Changed,2023-12-30,Premium Economy,19,1,3,64,0.046875
000006709,PA002,2024-03-30,Seat Changed,2024-01-20,Premium Economy,25,6,4,64,0.0625
000008286,PA002,2024-03-30,Seat Changed,2024-01-21,Premium Economy,25,8,5,64,0.078125
000009481,PA002,2024-03-30,Booked,2024-02-08,Premium Economy,25,8,7,64,0.109375
000002271,PA002,2024-03-30,Seat Changed,2024-02-08,Premium Economy,19,6,6,64,0.09375
000004963,PA002,2024-03-30,Seat Changed,2024-02-12,Premium Economy,26,8,8,64,0.125
000003114,PA002,2024-03-30,Seat Changed,2024-02-17,Premium Economy,26,7,9,64,0.140625
000004985,PA002,2024-03-30,Seat Changed,2024-02-27,Premium Economy,25,8,10,64,0.15625
000004093,PA002,2024-03-30,Seat Changed,2024-03-02,Premium Economy,22,6,11,64,0.171875
000004636,PA002,2024-03-30,Seat Changed,2024-03-06,Premium Economy,21,4,12,64,0.1875
000007019,PA002,2024-03-30,Seat Changed,2024-03-13,Premium Economy,22,5,13,64,0.203125
000009675,PA003,2024-03-06,Upgraded,2023-12-10,Business,14,2,1,40,0.025
000002016,PA003,2024-03-06,Upgraded,2023-12-27,Business,18,2,2,40,0.05
000003881,PA003,2024-03-06,Upgraded,2024-01-11,Business,9,2,3,40,0.075
000008341,PA003,2024-03-06,Seat Changed,2024-01-31,Business,10,2,4,40,0.1
000000404,PA003,2024-03-06,Upgraded,2024-02-15,Business,9,4,5,40,0.125
000003539,PA003,2024-03-06,Upgraded,2024-02-29,Business,11,4,6,40,0.15
000003631,PA003,2024-03-06,Upgraded,2024-03-02,Business,17,1,7,40,0.175
000002957,PA003,2024-03-06,Booked,2024-01-17,Economy,30,5,2,160,0.0125
000006211,PA003,2024-03-06,Seat Changed,2024-01-17,Economy,36,3,1,160,0.00625
000008948,PA003,2024-03-06,Seat Changed,2024-01-21,Economy,40,9,3,160,0.01875
000007316,PA003,2024-03-06,Seat Changed,2024-02-07,Economy,39,8,4,160,0.025
000003242,PA003,2024-03-06,Seat Changed,2024-02-21,Economy,28,4,5,160,0.03125
000000420,PA003,2024-03-06,Seat Changed,2024-02-28,Economy,32,10,6,160,0.0375
000003193,PA003,2024-03-06,Seat Changed,2024-03-01,Economy,28,2,7,160,0.04375
000002127,PA003,2024-03-06,Upgraded,2023-12-20,First,2,3,1,32,0.03125
000004438,PA003,2024-03-06,Upgraded,2024-01-12,First,7,2,2,32,0.0625
000004077,PA003,2024-03-06,Upgraded,2024-01-22,First,5,2,3,32,0.09375
000006689,PA003,2024-03-06,Upgraded,2024-02-09,First,3,4,4,32,0.125
000004907,PA003,2024-03-06,Upgraded,2024-02-22,First,4,4,5,32,0.15625
000008616,PA003,2024-03-06,Seat Changed,2023-12-13,Premium Economy,26,7,1,64,0.015625
000005639,PA003,2024-03-06,Upgraded,2023-12-14,Premium Economy,25,6,2,64,0.03125
000000279,PA003,2024-03-06,Seat Changed,2023-12-18,Premium Economy,22,4,3,64,0.046875
000004278,PA003,2024-03-06,Seat Changed,2024-01-02,Premium Economy,24,7,4,64,0.0625
000002474,PA003,2024-03-06,Seat Changed,2024-01-04,Premium Economy,20,8,5,64,0.078125
000007594,PA003,2024-03-06,Upgraded,2024-01-09,Premium Economy,23,5,6,64,0.09375
000000185,PA003,2024-03-06,Booked,2024-01-12,Premium Economy,19,5,7,64,0.109375
000002161,PA003,2024-03-06,Seat Changed,2024-01-19,Premium Economy,25,7,8,64,0.125
000000844,PA003,2024-03-06,Upgraded,2024-01-29,Premium Economy,23,7,9,64,0.140625
000007026,PA003,2024-03-06,Seat Changed,2024-01-31,Premium Economy,22,4,10,64,0.15625
000005088,PA003,2024-03-06,Upgraded,2024-02-01,Premium Economy,19,2,11,64,0.171875
000007291,PA003,2024-03-06,Seat Changed,2024-02-14,Premium Economy,19,2,12,64,0.1875
000003686,PA003,2024-03-06,Seat Changed,2024-02-19,Premium Economy,26,8,13,64,0.203125
000001587,PA003,2024-03-06,Seat Changed,2024-02-22,Premium Economy,21,4,14,64,0.21875
000008872,PA003,2024-03-06,Seat Changed,2024-02-28,Premium Economy,20,7,15,64,0.234375
000002714,PA003,2024-03-06,Seat Changed,2024-02-28,Premium Economy,25,7,16,64,0.25
000003809,PA003,2024-03-06,Seat Changed,2024-02-28,Premium Economy,23,1,17,64,0.265625
000000656,PA003,2024-03-06,Upgraded,2024-03-06,Premium Economy,19,7,19,64,0.296875
000001891,PA003,2024-03-06,Seat Changed,2024-03-06,Premium Economy,24,6,18,64,0.28125
,PA004,2024-03-17,,2024-02-28,Business,,,0,40,0.0
000005088,PA004,2024-03-17,Booked,2023-12-12,Economy,42,2,1,160,0.00625
000002195,PA004,2024-03-17,Seat Changed,2023-12-17,Economy,27,10,2,160,0.0125
000003575,PA004,2024-03-17,Seat Changed,2023-12-17,Economy,33,9,3,160,0.01875
000008433,PA004,2024-03-17,Seat Changed,2023-12-24,Economy,38,3,4,160,0.025
000007164,PA004,2024-03-17,Seat Changed,2023-12-26,Economy,42,7,5,160,0.03125
000002957,PA004,2024-03-17,Booked,2023-12-30,Economy,28,10,6,160,0.0375
000000185,PA004,2024-03-17,Booked,2024-01-22,Economy,40,4,7,160,0.04375
000001675,PA004,2024-03-17,Booked,2024-02-13,Economy,38,9,9,160,0.05625
000009750,PA004,2024-03-17,Seat Changed,2024-02-13,Economy,35,10,8,160,0.05
000000407,PA004,2024-03-17,Seat Changed,2024-02-25,Economy,40,6,10,160,0.0625
000004438,PA004,2024-03-17,Seat Changed,2024-03-14,Economy,33,7,11,160,0.06875
,PA004,2024-03-17,,2024-02-28,First,,,0,32,0.0
000003539,PA004,2024-03-17,Upgraded,2023-12-10,Premium Economy,20,7,1,64,0.015625
000002016,PA004,2024-03-17,Seat Changed,2024-02-07,Premium Economy,19,4,2,64,0.03125
000009501,PA004,2024-03-17,Upgraded,2024-03-12,Premium Economy,26,3,3,64,0.046875
000007184,PA005,2024-03-22,Upgraded,2024-02-05,Business,14,2,1,40,0.025
000005156,PA005,2024-03-22,Booked,2023-12-01,Economy,35,1,1,160,0.00625
000001962,PA005,2024-03-22,Seat Changed,2023-12-19,Economy,42,5,2,160,0.0125
000002355,PA005,2024-03-22,Seat Changed,2023-12-24,Economy,41,9,3,160,0.01875
000007650,PA005,2024-03-22,Seat Changed,2023-12-29,Economy,30,10,4,160,0.025
000005045,PA005,2024-03-22,Seat Changed,2023-12-31,Economy,31,8,5,160,0.03125
000001113,PA005,2024-03-22,Seat Changed,2024-01-06,Economy,30,3,6,160,0.0375
000003703,PA005,2024-03-22,Seat Changed,2024-01-10,Economy,29,6,7,160,0.04375
000000549,PA005,2024-03-22,Booked,2024-01-23,Economy,42,5,8,160,0.05
000000652,PA005,2024-03-22,Seat Changed,2024-01-26,Economy,30,10,9,160,0.05625
000001332,PA005,2024-03-22,Seat Changed,2024-01-26,Economy,30,3,10,160,0.0625
000008729,PA005,2024-03-22,Seat Changed,2024-01-28,Economy,35,9,11,160,0.06875
000004196,PA005,2024-03-22,Seat Changed,2024-02-02,Economy,36,4,12,160,0.075
000007099,PA005,2024-03-22,Seat Changed,2024-02-03,Economy,32,10,13,160,0.08125
000009504,PA005,2024-03-22,Booked,2024-02-04,Economy,30,7,14,160,0.0875
000008075,PA005,2024-03-22,Seat Changed,2024-02-08,Economy,34,5,15,160,0.09375
000005372,PA005,2024-03-22,Seat Changed,2024-02-09,Economy,41,10,16,160,0.1
000007068,PA005,2024-03-22,Seat Changed,2024-02-10,Economy,37,2,17,160,0.10625
000004324,PA005,2024-03-22,Seat Changed,2024-02-12,Economy,37,5,18,160,0.1125
000004039,PA005,2024-03-22,Seat Changed,2024-02-19,Economy,28,5,19,160,0.11875
000009939,PA005,2024-03-22,Booked,2024-02-19,Economy,28,1,20,160,0.125
000003721,PA005,2024-03-22,Seat Changed,2024-02-29,Economy,38,8,21,160,0.13125
000005512,PA005,2024-03-22,Seat Changed,2024-03-01,Economy,40,2,22,160,0.1375
000002774,PA005,2024-03-22,Seat Changed,2024-03-02,Economy,40,8,23,160,0.14375
000004744,PA005,2024-03-22,Seat Changed,2024-03-02,Economy,37,10,24,160,0.15
000002204,PA005,2024-03-22,Seat Changed,2024-03-06,Economy,35,5,25,160,0.15625
000000857,PA005,2024-03-22,Seat Changed,2024-03-10,Economy,40,9,26,160,0.1625
000001193,PA005,2024-03-22,Seat Changed,2024-03-13,Economy,33,5,27,160,0.16875
000007094,PA005,2024-03-22,Seat Changed,2024-03-20,Economy,37,3,28,160,0.175
000000373,PA005,2024-03-22,Seat Changed,2024-03-22,Economy,42,1,29,160,0.18125
,PA005,2024-03-22,,2024-02-28,First,,,0,32,0.0
000008311,PA005,2024-03-22,Upgraded,2023-12-09,Premium Economy,21,2,1,64,0.015625
000000961,PA005,2024-03-22,Upgraded,2023-12-27,Premium Economy,26,7,2,64,0.03125
000009682,PA005,2024-03-22,Upgraded,2024-01-06,Premium Economy,26,1,3,64,0.046875
000000389,PA005,2024-03-22,Upgraded,2024-01-27,Premium Economy,26,1,4,64,0.0625
000004290,PA005,2024-03-22,Seat Changed,2024-02-06,Premium Economy,26,4,5,64,0.078125
000003625,PA005,2024-03-22,Upgraded,2024-02-10,Premium Economy,22,1,6,64,0.09375
000008082,PA005,2024-03-22,Seat Changed,2024-02-20,Premium Economy,25,7,7,64,0.109375
000002847,PA005,2024-03-22,Upgraded,2024-02-23,Premium Economy,25,8,8,64,0.125
000003119,PA005,2024-03-22,Seat Changed,2024-02-24,Premium Economy,19,1,9,64,0.140625
000006887,PA005,2024-03-22,Upgraded,2024-02-29,Premium Economy,24,2,10,64,0.15625
000000134,PA005,2024-03-22,Seat Changed,2024-03-10,Premium Economy,22,6,11,64,0.171875
000000073,PA005,2024-03-22,Seat Changed,2024-03-14,Premium Economy,25,5,12,64,0.1875
000006887,PA006,2024-03-27,Upgraded,2024-03-20,Business,18,2,1,40,0.025
000000778,PA006,2024-03-27,Upgraded,2024-03-25,Business,16,3,2,40,0.05
000007072,PA006,2024-03-27,Seat Changed,2023-12-17,Economy,42,4,1,160,0.00625
000000652,PA006,2024-03-27,Seat Changed,2023-12-18,Economy,41,4,2,160,0.0125
000003625,PA006,2024-03-27,Seat Changed,2024-01-14,Economy,33,1,3,160,0.01875
000000373,PA006,2024-03-27,Seat Changed,2024-01-14,Economy,28,4,4,160,0.025
000004196,PA006,2024-03-27,Seat Changed,2024-01-28,Economy,38,5,5,160,0.03125
000009504,PA006,2024-03-27,Seat Changed,2024-01-30,Economy,41,7,6,160,0.0375
000008075,PA006,2024-03-27,Seat Changed,2024-01-30,Economy,31,6,7,160,0.04375
000007008,PA006,2024-03-27,Seat Changed,2024-02-12,Economy,36,9,8,160,0.05
000000100,PA006,2024-03-27,Seat Changed,2024-02-17,Economy,33,5,9,160,0.05625
000005859,PA006,2024-03-27,Seat Changed,2024-03-04,Economy,34,6,10,160,0.0625
000002720,PA006,2024-03-27,Seat Changed,2024-03-05,Economy,36,2,11,160,0.06875
000001332,PA006,2024-03-27,Seat Changed,2024-03-07,Economy,32,9,12,160,0.075
000005045,PA006,2024-03-27,Seat Changed,2024-03-08,Economy,42,4,13,160,0.08125
000007650,PA006,2024-03-27,Seat Changed,2024-03-09,Economy,37,6,14,160,0.0875
000007099,PA006,2024-03-27,Seat Changed,2024-03-13,Economy,34,6,15,160,0.09375
000001962,PA006,2024-03-27,Seat Changed,2024-03-23,Economy,32,4,16,160,0.1
,PA006,2024-03-27,,2024-02-28,First,,,0,32,0.0
000004290,PA006,2024-03-27,Upgraded,2024-01-04,Premium Economy,20,3,1,64,0.015625
000006009,PA006,2024-03-27,Seat Changed,2024-01-07,Premium Economy,20,8,2,64,0.03125
000004802,PA006,2024-03-27,Upgraded,2024-01-22,Premium Economy,24,4,3,64,0.046875
000004713,PA006,2024-03-27,Seat Changed,2024-02-04,Premium Economy,20,5,4,64,0.0625
000000549,PA006,2024-03-27,Upgraded,2024-02-06,Premium Economy,26,7,5,64,0.078125
000002774,PA006,2024-03-27,Seat Changed,2024-02-16,Premium Economy,19,6,6,64,0.09375
000002355,PA006,2024-03-27,Upgraded,2024-02-20,Premium Economy,21,4,7,64,0.109375
000000699,PA006,2024-03-27,Upgraded,2024-03-01,Premium Economy,23,6,8,64,0.125
000004971,PA006,2024-03-27,Upgraded,2024-03-07,Premium Economy,26,4,9,64,0.140625
000000857,PA006,2024-03-27,Upgraded,2024-03-08,Premium Economy,26,4,10,64,0.15625
000000919,PA006,2024-03-27,Seat Changed,2024-03-19,Premium Economy,24,5,11,64,0.171875
000007430,PA006,2024-03-27,Seat Changed,2024-03-21,Premium Economy,24,4,12,64,0.1875
000007094,PA006,2024-03-27,Seat Changed,2024-03-25,Premium Economy,21,1,13,64,0.203125
000009939,PA006,2024-03-27,Upgraded,2024-03-26,Premium Economy,26,1,14,64,0.21875
000005705,PA007,2024-03-24,Seat Changed,2023-12-19,Business,18,2,1,40,0.025
000006548,PA007,2024-03-24,Booked,2023-12-27,Business,14,2,2,40,0.05
000008265,PA007,2024-03-24,Seat Changed,2024-02-08,Business,18,2,3,40,0.075
000005986,PA007,2024-03-24,Seat Changed,2024-02-26,Business,11,4,4,40,0.1
000005237,PA007,2024-03-24,Seat Changed,2024-03-04,Business,17,4,5,40,0.125
000005545,PA007,2024-03-24,Seat Changed,2024-03-06,Business,11,3,6,40,0.15
000009076,PA007,2024-03-24,Seat Changed,2024-03-07,Business,14,3,7,40,0.175
000008018,PA007,2024-03-24,Seat Changed,2024-03-16,Business,16,4,8,40,0.2
000002277,PA007,2024-03-24,Seat Changed,2024-03-19,Business,9,4,9,40,0.225
000004955,PA007,2024-03-24,Seat Changed,2024-03-24,Business,11,1,10,40,0.25
000006823,PA007,2024-03-24,Seat Changed,2023-12-23,Economy,40,8,1,160,0.00625
000008510,PA007,2024-03-24,Seat Changed,2024-02-23,Economy,38,5,2,160,0.0125
000005424,PA007,2024-03-24,Seat Changed,2024-02-24,Economy,38,10,3,160,0.01875
000008146,PA007,2024-03-24,Seat Changed,2024-02-29,Economy,27,10,4,160,0.025
000004481,PA007,2024-03-24,Seat Changed,2024-03-05,Economy,37,2,5,160,0.03125
000006460,PA007,2024-03-24,Seat Changed,2024-03-09,Economy,34,7,6,160,0.0375
000004617,PA007,2024-03-24,Seat Changed,2024-03-16,Economy,32,7,7,160,0.04375
000008381,PA007,2024-03-24,Booked,2023-11-26,First,3,4,1,32,0.03125
000003964,PA007,2024-03-24,Booked,2023-11-27,First,6,3,2,32,0.0625
000007622,PA007,2024-03-24,Seat Changed,2023-12-07,First,7,1,3,32,0.09375
000003381,PA007,2024-03-24,Booked,2023-12-14,First,6,2,4,32,0.125
000003882,PA007,2024-03-24,Booked,2024-01-01,First,7,4,5,32,0.15625
000007389,PA007,2024-03-24,Seat Changed,2024-01-03,First,8,4,6,32,0.1875
000008958,PA007,2024-03-24,Seat Changed,2024-01-10,First,2,4,7,32,0.21875
000003860,PA007,2024-03-24,Upgraded,2024-01-14,First,1,3,8,32,0.25
000003734,PA007,2024-03-24,Booked,2024-01-19,First,7,2,9,32,0.28125
000008202,PA007,2024-03-24,Booked,2024-01-23,First,3,2,10,32,0.3125
000002775,PA007,2024-03-24,Seat Changed,2024-01-25,First,5,4,11,32,0.34375
000001298,PA007,2024-03-24,Booked,2024-02-04,First,7,2,12,32,0.375
000002322,PA007,2024-03-24,Seat Changed,2024-02-07,First,1,4,13,32,0.40625
000007182,PA007,2024-03-24,Seat Changed,2024-02-11,First,7,2,14,32,0.4375
000009387,PA007,2024-03-24,Booked,2024-02-11,First,4,3,15,32,0.46875
000002681,PA007,2024-03-24,Booked,2024-02-13,First,3,3,16,32,0.5
000001743,PA007,2024-03-24,Seat Changed,2024-02-14,First,4,3,17,32,0.53125
000006296,PA007,2024-03-24,Booked,2024-02-15,First,3,4,18,32,0.5625
000001246,PA007,2024-03-24,Booked,2024-02-16,First,1,1,19,32,0.59375
000007822,PA007,2024-03-24,Booked,2024-02-18,First,6,3,20,32,0.625
000002371,PA007,2024-03-24,Booked,2024-02-21,First,1,3,21,32,0.65625
000007937,PA007,2024-03-24,Booked,2024-02-22,First,4,3,22,32,0.6875
000003680,PA007,2024-03-24,Seat Changed,2024-02-25,First,7,2,23,32,0.71875
000003586,PA007,2024-03-24,Seat Changed,2024-03-07,First,8,3,24,32,0.75
000003642,PA007,2024-03-24,Seat Changed,2024-03-12,First,3,4,25,32,0.78125
000009890,PA007,2024-03-24,Seat Changed,2024-03-14,First,7,1,26,32,0.8125
000003530,PA007,2024-03-24,Seat Changed,2024-03-17,First,4,4,27,32,0.84375
000006212,PA007,2024-03-24,Seat Changed,2024-03-19,First,7,3,28,32,0.875
000008932,PA007,2024-03-24,Upgraded,2024-03-19,First,5,2,29,32,0.90625
000000797,PA007,2024-03-24,Seat Changed,2024-03-23,First,4,1,30,32,0.9375
000005657,PA007,2024-03-24,Upgraded,2024-01-01,Premium Economy,21,5,1,64,0.015625
000001506,PA007,2024-03-24,Upgraded,2024-01-14,Premium Economy,25,6,2,64,0.03125
000007719,PA007,2024-03-24,Upgraded,2024-01-27,Premium Economy,20,3,3,64,0.046875
000001808,PA007,2024-03-24,Upgraded,2024-03-03,Premium Economy,22,6,4,64,0.0625
000003566,PA007,2024-03-24,Upgraded,2024-03-07,Premium Economy,20,7,5,64,0.078125
000009017,PA007,2024-03-24,Upgraded,2024-03-08,Premium Economy,21,2,6,64,0.09375
000000448,PA007,2024-03-24,Upgraded,2024-03-22,Premium Economy,25,5,7,64,0.109375
000007926,PA007,2024-03-24,Upgraded,2024-03-24,Premium Economy,20,5,8,64,0.125
000001710,PA008,2024-03-30,Booked,2023-12-03,Business,10,3,1,40,0.025
000009890,PA008,2024-03-30,Upgraded,2023-12-16,Business,13,2,3,40,0.075
000005424,PA008,2024-03-30,Booked,2023-12-16,Business,18,1,2,40,0.05
000007932,PA008,2024-03-30,Seat Changed,2023-12-17,Business,16,4,4,40,0.1
000003566,PA008,2024-03-30,Booked,2023-12-29,Business,16,2,5,40,0.125
000005657,PA008,2024-03-30,Booked,2024-01-10,Business,11,4,6,40,0.15
000001061,PA008,2024-03-30,Upgraded,2024-01-24,Business,17,4,7,40,0.175
000007724,PA008,2024-03-30,Seat Changed,2024-02-04,Business,11,4,8,40,0.2
000002240,PA008,2024-03-30,Seat Changed,2024-02-05,Business,11,2,9,40,0.225
000007926,PA008,2024-03-30,Seat Changed,2024-02-11,Business,12,4,10,40,0.25
000007822,PA008,2024-03-30,Upgraded,2024-02-20,Business,16,3,11,40,0.275
000007622,PA008,2024-03-30,Upgraded,2024-02-25,Business,16,1,12,40,0.3
000008958,PA008,2024-03-30,Upgraded,2024-03-04,Business,15,4,13,40,0.325
000004228,PA008,2024-03-30,Seat Changed,2024-03-07,Business,10,3,15,40,0.375
000004617,PA008,2024-03-30,Seat Changed,2024-03-07,Business,14,3,14,40,0.35
000003680,PA008,2024-03-30,Upgraded,2024-03-15,Business,15,1,16,40,0.4
000009517,PA008,2024-03-30,Seat Changed,2024-03-16,Business,14,2,17,40,0.425
000005237,PA008,2024-03-30,Upgraded,2024-03-18,Business,17,1,18,40,0.45
000005986,PA008,2024-03-30,Seat Changed,2024-03-21,Business,12,4,19,40,0.475
000009017,PA008,2024-03-30,Seat Changed,2024-03-24,Business,12,4,20,40,0.5
000006823,PA008,2024-03-30,Seat Changed,2024-03-27,Business,12,3,21,40,0.525
,PA008,2024-03-30,,2024-02-28,Economy,,,0,160,0.0
000009387,PA008,2024-03-30,Upgraded,2023-12-30,First,2,4,1,32,0.03125
000008510,PA008,2024-03-30,Upgraded,2024-01-05,First,7,1,2,32,0.0625
000001298,PA008,2024-03-30,Upgraded,2024-01-19,First,4,4,3,32,0.09375
000004227,PA008,2024-03-30,Upgraded,2024-02-08,First,2,1,4,32,0.125
000008146,PA008,2024-03-30,Upgraded,2024-03-14,First,8,3,5,32,0.15625
000001215,PA008,2024-03-30,Upgraded,2024-03-17,First,4,3,6,32,0.1875
000007719,PA008,2024-03-30,Upgraded,2024-03-26,First,3,4,7,32,0.21875
000003586,PA008,2024-03-30,Booked,2023-12-04,Premium Economy,22,8,1,64,0.015625
000003225,PA008,2024-03-30,Seat Changed,2024-01-01,Premium Economy,19,1,2,64,0.03125
000006990,PA008,2024-03-30,Seat Changed,2024-01-02,Premium Economy,21,2,3,64,0.046875
000008381,PA008,2024-03-30,Seat Changed,2024-01-04,Premium Economy,26,5,4,64,0.0625
000002194,PA008,2024-03-30,Booked,2024-01-09,Premium Economy,20,2,5,64,0.078125
000008202,PA008,2024-03-30,Seat Changed,2024-01-31,Premium Economy,21,6,6,64,0.09375
000002277,PA008,2024-03-30,Seat Changed,2024-02-05,Premium Economy,25,1,7,64,0.109375
000005589,PA008,2024-03-30,Seat Changed,2024-02-14,Premium Economy,19,6,8,64,0.125
000007182,PA008,2024-03-30,Seat Changed,2024-02-17,Premium Economy,23,4,10,64,0.15625
000005545,PA008,2024-03-30,Seat Changed,2024-02-17,Premium Economy,23,7,9,64,0.140625
000006548,PA008,2024-03-30,Seat Changed,2024-02-23,Premium Economy,22,8,11,64,0.171875
000002681,PA008,2024-03-30,Seat Changed,2024-03-04,Premium Economy,22,7,12,64,0.1875
000000797,PA008,2024-03-30,Seat Changed,2024-03-04,Premium Economy,21,5,13,64,0.203125
000005705,PA008,2024-03-30,Seat Changed,2024-03-05,Premium Economy,20,6,14,64,0.21875
000003530,PA008,2024-03-30,Seat Changed,2024-03-13,Premium Economy,26,3,15,64,0.234375
000004887,PA008,2024-03-30,Seat Changed,2024-03-14,Premium Economy,22,3,16,64,0.25
000001743,PA008,2024-03-30,Seat Changed,2024-03-16,Premium Economy,19,1,17,64,0.265625
000004709,PA008,2024-03-30,Seat Changed,2024-03-17,Premium Economy,19,7,18,64,0.28125
000004291,PA008,2024-03-30,Seat Changed,2024-03-20,Premium Economy,22,5,19,64,0.296875
000003860,PA008,2024-03-30,Seat Changed,2024-03-21,Premium Economy,25,5,20,64,0.3125
000003734,PA008,2024-03-30,Seat Changed,2024-03-26,Premium Economy,22,8,21,64,0.328125
000003647,PA009,2024-03-13,Upgraded,2024-02-21,Business,9,3,1,40,0.025
