passed_subjects,students_avg,Student ID,gender
3,72.14285714285714,73,Female
3,76.71428571428571,74,Female
2,74.28571428571429,75,Female
3,79.71428571428571,76,Male
4,80.57142857142857,77,Female
3,77.0,78,Female
3,76.14285714285714,79,Genderfluid
7,88.57142857142857,80,Male
4,78.14285714285714,81,Bigender
3,79.42857142857143,82,Female
4,77.57142857142857,83,Female
6,86.42857142857143,84,Male
6,81.85714285714286,85,Female
5,82.57142857142857,86,Female
5,77.14285714285714,87,Male
4,75.28571428571429,88,Male
6,86.42857142857143,89,Male
4,82.57142857142857,90,Bigender
3,76.14285714285714,91,Male
4,78.57142857142857,92,Female
3,72.71428571428571,93,Female
5,79.42857142857143,94,Male
4,75.71428571428571,95,Female
5,85.85714285714286,96,Male
4,79.42857142857143,97,Bigender
3,74.0,98,Male
5,84.57142857142857,99,Female
7,83.14285714285714,100,Male
6,83.85714285714286,101,Female
7,86.42857142857143,102,Male
3,72.57142857142857,103,Female
5,77.71428571428571,104,Female
5,82.71428571428571,105,Male
4,77.0,106,Male
5,80.42857142857143,107,Female
2,73.57142857142857,108,Female
3,73.28571428571429,109,Female
4,74.14285714285714,110,Male
4,76.14285714285714,111,Female
5,80.14285714285714,112,Male
4,81.57142857142857,113,Female
5,81.0,114,Male
4,76.28571428571429,115,Polygender
3,80.42857142857143,116,Male
5,82.28571428571429,117,Female
0,65.71428571428571,118,Male
4,82.57142857142857,119,Genderfluid
4,78.0,120,Female
2,71.85714285714286,121,Polygender
5,78.28571428571429,122,Female
5,81.71428571428571,123,Female
5,80.71428571428571,124,Male
6,82.28571428571429,125,Female
2,71.14285714285714,126,Male
5,79.71428571428571,127,Bigender
4,80.85714285714286,128,Female
4,81.14285714285714,129,Female
7,88.28571428571429,130,Male
4,84.0,131,Male
5,82.28571428571429,132,Female
4,74.85714285714286,133,Female
5,82.0,134,Male
4,80.28571428571429,135,Female
4,79.28571428571429,136,Male
4,79.85714285714286,137,Female
4,80.14285714285714,138,Female
4,79.0,139,Female
4,76.14285714285714,140,Female
5,82.85714285714286,141,Polygender
3,73.71428571428571,142,Female
4,78.14285714285714,143,Male
4,81.0,144,Female
7,88.71428571428571,145,Female
5,84.28571428571429,146,Female
6,85.57142857142857,147,Male
2,69.14285714285714,148,Genderfluid
6,86.42857142857143,149,Female
3,77.57142857142857,150,Male
7,87.57142857142857,151,Female
4,75.0,152,Female
4,76.0,153,Polygender
4,75.71428571428571,154,Female
5,76.71428571428571,155,Female
6,84.28571428571429,156,Female
4,78.28571428571429,157,Male
1,69.57142857142857,158,Male
6,85.71428571428571,159,Female
2,68.28571428571429,160,Male
5,84.57142857142857,161,Bigender
5,82.42857142857143,162,Male
6,85.0,163,Male
4,82.14285714285714,164,Male
5,80.28571428571429,165,Male
5,80.71428571428571,166,Male
4,74.42857142857143,167,Female
5,80.57142857142857,168,Female
6,87.0,169,Polygender
4,80.57142857142857,170,Male
4,77.0,171,Male
3,73.85714285714286,172,Male
4,77.71428571428571,173,Male
2,72.57142857142857,174,Female
5,80.85714285714286,175,Female
5,83.71428571428571,176,Female
3,75.28571428571429,177,Male
4,75.28571428571429,178,Female
4,78.14285714285714,179,Non-binary
7,86.85714285714286,180,Female
4,76.71428571428571,181,Male
5,80.71428571428571,182,Male
3,75.42857142857143,183,Male
5,85.0,184,Male
6,85.14285714285714,185,Female
2,73.42857142857143,186,Bigender
5,84.0,187,Female
5,84.57142857142857,188,Female
3,75.85714285714286,189,Male
4,79.85714285714286,190,Genderqueer
5,81.42857142857143,191,Male
3,78.28571428571429,192,Male
4,83.42857142857143,193,Male
6,85.28571428571429,194,Male
4,79.42857142857143,195,Genderfluid
4,83.0,196,Male
6,86.71428571428571,197,Male
5,83.85714285714286,198,Female
3,74.57142857142857,199,Genderqueer
3,75.85714285714286,200,Male
6,85.0,201,Male
4,81.28571428571429,202,Female
6,90.14285714285714,203,Male
4,77.42857142857143,204,Non-binary
2,74.42857142857143,205,Female
5,83.0,206,Male
4,77.0,207,Male
3,78.57142857142857,208,Female
4,84.28571428571429,209,Female
4,80.28571428571429,210,Female
2,73.42857142857143,211,Male
6,80.57142857142857,212,Male
5,77.0,213,Male
4,80.85714285714286,214,Female
3,71.14285714285714,215,Female
5,82.57142857142857,216,Non-binary
2,73.14285714285714,217,Male
6,84.57142857142857,218,Female
5,80.57142857142857,219,Bigender
6,87.28571428571429,220,Female
5,77.85714285714286,221,Male
3,78.42857142857143,222,Male
3,79.71428571428571,223,Female
3,75.14285714285714,224,Male
5,84.0,225,Male
4,78.85714285714286,226,Female
6,83.85714285714286,227,Male
6,82.14285714285714,228,Female
5,82.71428571428571,229,Male
4,79.71428571428571,230,Female
5,76.28571428571429,231,Male
6,81.28571428571429,232,Female
3,80.28571428571429,233,Female
3,70.71428571428571,234,Female
5,82.85714285714286,235,Female
6,83.85714285714286,236,Female
4,80.71428571428571,237,Female
5,85.0,238,Female
3,76.71428571428571,239,Non-binary
5,83.42857142857143,240,Male
5,81.85714285714286,241,Male
4,79.14285714285714,242,Male
5,83.71428571428571,243,Male
4,80.14285714285714,244,Female
4,79.42857142857143,245,Male
3,73.14285714285714,246,Male
3,77.14285714285714,247,Female
3,73.14285714285714,248,Male
3,73.85714285714286,249,Male
2,75.0,250,Male
4,76.71428571428571,251,Female
4,84.28571428571429,252,Female
4,80.42857142857143,253,Male
4,77.0,254,Female
5,81.57142857142857,255,Female
5,77.85714285714286,256,Female
3,75.85714285714286,257,Male
4,75.57142857142857,258,Male
6,87.14285714285714,259,Female
5,85.42857142857143,260,Female
4,78.14285714285714,261,Female
5,83.85714285714286,262,Male
5,82.57142857142857,263,Male
4,74.85714285714286,264,Male
4,78.71428571428571,265,Male
6,85.85714285714286,266,Male
7,87.42857142857143,267,Female
4,80.14285714285714,268,Male
5,81.0,269,Female
4,78.42857142857143,270,Male
4,82.28571428571429,271,Female
6,87.14285714285714,272,Female
6,79.57142857142857,273,Female
4,81.57142857142857,274,Female
5,81.42857142857143,275,Male
4,79.0,276,Male
4,74.42857142857143,277,Female
4,76.28571428571429,278,Male
5,81.14285714285714,279,Male
6,82.42857142857143,280,Non-binary
5,79.57142857142857,281,Female
6,86.28571428571429,282,Male
2,71.85714285714286,283,Female
4,80.0,284,Male
5,82.57142857142857,285,Male
1,72.28571428571429,286,Male
4,80.71428571428571,287,Female
5,81.28571428571429,288,Male
6,88.14285714285714,289,Male
3,77.85714285714286,290,Female
6,78.42857142857143,291,Female
4,74.28571428571429,292,Agender
1,68.71428571428571,293,Male
6,82.85714285714286,294,Female
4,84.85714285714286,295,Female
4,79.71428571428571,296,Male
4,80.28571428571429,297,Male
7,86.57142857142857,298,Female
4,82.28571428571429,299,Female
6,88.71428571428571,300,Female
3,75.85714285714286,301,Female
5,84.28571428571429,302,Male
6,84.0,303,Female
2,70.57142857142857,304,Agender
5,80.57142857142857,305,Male
3,76.14285714285714,306,Male
6,87.71428571428571,307,Male
3,74.14285714285714,308,Male
5,79.14285714285714,309,Female
6,81.42857142857143,310,Genderfluid
5,78.57142857142857,311,Male
6,82.71428571428571,312,Male
7,87.0,313,Male
5,84.57142857142857,314,Female
5,77.14285714285714,315,Male
5,81.0,316,Male
4,74.71428571428571,317,Female
7,84.14285714285714,318,Male
5,81.28571428571429,319,Female
4,80.57142857142857,320,Female
6,88.42857142857143,321,Bigender
5,83.14285714285714,322,Female
6,85.28571428571429,323,Male
3,76.57142857142857,324,Female
5,83.71428571428571,325,Male
5,84.28571428571429,326,Genderfluid
3,74.57142857142857,327,Male
6,84.14285714285714,328,Female
5,81.0,329,Female
4,78.57142857142857,330,Male
3,75.42857142857143,331,Female
1,70.57142857142857,332,Bigender
5,81.57142857142857,333,Female
2,71.0,334,Male
5,80.42857142857143,335,Male
5,81.57142857142857,336,Male
5,86.14285714285714,337,Female
4,74.42857142857143,338,Female
6,84.0,339,Female
6,81.85714285714286,340,Male
5,83.0,341,Female
3,76.42857142857143,342,Male
3,76.57142857142857,343,Male
5,82.28571428571429,344,Female
4,80.85714285714286,345,Female
4,79.14285714285714,346,Female
6,80.71428571428571,347,Female
3,77.28571428571429,348,Female
3,76.42857142857143,349,Male
5,85.71428571428571,350,Male
5,81.85714285714286,351,Male
5,77.71428571428571,352,Male
5,83.42857142857143,353,Female
5,75.0,354,Female
3,75.14285714285714,355,Non-binary
3,73.14285714285714,356,Female
4,79.14285714285714,357,Male
5,85.85714285714286,358,Female
1,69.0,359,Male
4,81.42857142857143,360,Male
4,79.71428571428571,361,Male
3,74.28571428571429,362,Polygender
4,82.85714285714286,363,Female
2,74.42857142857143,364,Male
3,71.85714285714286,365,Female
5,77.42857142857143,366,Male
6,81.85714285714286,367,Female
5,83.28571428571429,368,Female
3,75.14285714285714,369,Female
3,78.0,370,Female
6,86.71428571428571,371,Male
5,80.57142857142857,372,Male
6,79.14285714285714,373,Male
3,76.0,374,Male
6,78.0,375,Female
4,81.0,376,Female
6,87.57142857142857,377,Male
3,74.57142857142857,378,Male
4,80.42857142857143,379,Male
6,84.0,380,Male
5,80.14285714285714,381,Female
7,89.57142857142857,382,Male
4,80.28571428571429,383,Genderqueer
3,77.85714285714286,384,Female
4,79.42857142857143,385,Female
5,78.0,386,Male
3,74.85714285714286,387,Female
4,77.42857142857143,388,Male
5,79.71428571428571,389,Male
5,82.28571428571429,390,Male
2,71.28571428571429,391,Female
6,85.28571428571429,392,Polygender
3,73.85714285714286,393,Polygender
4,73.71428571428571,394,Male
4,80.57142857142857,395,Male
3,79.85714285714286,396,Female
5,87.14285714285714,397,Male
4,81.85714285714286,398,Male
5,80.71428571428571,399,Female
3,79.42857142857143,400,Agender
4,78.42857142857143,401,Female
5,80.42857142857143,402,Male
3,77.85714285714286,403,Male
3,75.57142857142857,404,Female
5,81.57142857142857,405,Male
5,81.57142857142857,406,Female
5,82.28571428571429,407,Male
5,80.71428571428571,408,Female
5,79.85714285714286,409,Male
3,80.28571428571429,410,Male
6,84.14285714285714,411,Female
6,83.57142857142857,412,Male
4,81.0,413,Female
1,70.42857142857143,414,Female
3,76.28571428571429,415,Female
3,76.28571428571429,416,Female
4,79.42857142857143,417,Male
6,81.85714285714286,418,Female
5,78.28571428571429,419,Male
4,79.42857142857143,420,Female
2,68.71428571428571,421,Male
4,77.71428571428571,422,Male
3,77.0,423,Male
4,79.42857142857143,424,Female
5,78.85714285714286,425,Male
4,83.71428571428571,426,Female
5,80.42857142857143,427,Female
3,71.71428571428571,428,Female
4,74.14285714285714,429,Female
4,80.57142857142857,430,Male
3,77.57142857142857,431,Male
5,81.85714285714286,432,Male
5,78.14285714285714,433,Agender
6,84.0,434,Genderfluid
5,84.57142857142857,435,Male
3,75.0,436,Female
4,80.42857142857143,437,Male
4,82.28571428571429,438,Male
6,84.57142857142857,439,Polygender
3,80.14285714285714,440,Male
3,76.42857142857143,441,Male
3,76.71428571428571,442,Female
5,77.28571428571429,443,Female
5,80.85714285714286,444,Male
3,75.57142857142857,445,Male
5,84.42857142857143,446,Female
5,79.14285714285714,447,Male
3,76.85714285714286,448,Male
5,81.14285714285714,449,Male
2,76.14285714285714,450,Male
5,81.42857142857143,451,Male
3,71.42857142857143,452,Female
1,70.57142857142857,453,Female
5,77.28571428571429,454,Female
4,78.57142857142857,455,Female
3,77.14285714285714,456,Male
3,74.28571428571429,457,Female
4,73.57142857142857,458,Male
3,73.14285714285714,459,Bigender
6,85.71428571428571,460,Male
4,78.71428571428571,461,Female
3,78.14285714285714,462,Female
4,75.14285714285714,463,Non-binary
6,87.14285714285714,464,Male
5,86.0,465,Male
7,86.14285714285714,466,Male
1,70.0,467,Female
4,79.14285714285714,468,Male
3,78.0,469,Female
4,80.85714285714286,470,Female
5,81.0,471,Female
5,80.57142857142857,472,Male
5,81.85714285714286,473,Male
3,76.85714285714286,474,Female
5,85.14285714285714,475,Female
5,80.14285714285714,476,Male
6,82.85714285714286,477,Male
6,80.14285714285714,478,Female
3,73.71428571428571,479,Male
4,79.0,480,Non-binary
3,73.42857142857143,481,Male
4,76.57142857142857,482,Female
6,82.42857142857143,483,Female
4,79.85714285714286,484,Female
4,83.0,485,Male
6,81.71428571428571,486,Female
4,78.85714285714286,487,Female
5,80.57142857142857,488,Male
4,81.42857142857143,489,Male
4,80.71428571428571,490,Male
4,77.14285714285714,491,Female
5,80.0,492,Male
5,83.42857142857143,493,Male
6,82.0,494,Male
4,79.0,495,Female
5,82.0,496,Male
6,85.14285714285714,497,Male
6,82.42857142857143,498,Genderqueer
5,80.85714285714286,499,Female
3,74.57142857142857,500,Female
3,75.71428571428571,501,Female
5,84.28571428571429,502,Male
4,73.57142857142857,503,Female
5,85.57142857142857,504,Genderqueer
4,79.0,505,Male
4,82.71428571428571,506,Male
3,77.28571428571429,507,Male
5,82.28571428571429,508,Male
3,76.42857142857143,509,Male
5,82.57142857142857,510,Female
5,82.57142857142857,511,Female
4,77.57142857142857,512,Female
4,77.42857142857143,513,Female
2,73.0,514,Female
6,88.57142857142857,515,Female
6,84.14285714285714,516,Female
4,74.85714285714286,517,Male
2,72.28571428571429,518,Female
6,82.28571428571429,519,Female
1,71.0,520,Female
1,67.42857142857143,521,Female
2,73.28571428571429,522,Polygender
5,84.71428571428571,523,Female
3,73.0,524,Male
5,80.14285714285714,525,Bigender
4,81.14285714285714,526,Male
4,77.42857142857143,527,Female
5,87.14285714285714,528,Female
5,83.14285714285714,529,Female
5,84.85714285714286,530,Female
5,83.14285714285714,531,Male
4,83.14285714285714,532,Genderfluid
4,84.42857142857143,533,Genderqueer
4,77.42857142857143,534,Female
5,79.85714285714286,535,Male
5,80.57142857142857,536,Male
5,78.14285714285714,537,Female
5,83.85714285714286,538,Male
6,86.0,539,Agender
2,71.0,540,Male
5,83.57142857142857,541,Female
1,70.28571428571429,542,Female
2,77.28571428571429,543,Female
6,87.85714285714286,544,Female
4,73.57142857142857,545,Agender
5,84.57142857142857,546,Male
5,85.14285714285714,547,Female
3,77.28571428571429,548,Female
5,81.85714285714286,549,Male
5,87.0,550,Male
6,87.57142857142857,551,Male
4,76.28571428571429,552,Female
4,80.57142857142857,553,Female
3,77.57142857142857,554,Female
5,80.28571428571429,555,Female
5,81.85714285714286,556,Male
4,80.57142857142857,557,Male
6,86.42857142857143,558,Male
5,85.85714285714286,559,Male
7,83.14285714285714,560,Female
4,75.57142857142857,561,Female
4,81.28571428571429,562,Male
7,82.0,563,Polygender
2,74.85714285714286,564,Male
7,85.0,565,Male
4,77.57142857142857,566,Male
4,77.57142857142857,567,Male
2,74.71428571428571,568,Male
4,76.42857142857143,569,Male
4,76.42857142857143,570,Female
4,79.0,571,Female
6,84.42857142857143,572,Female
4,79.28571428571429,573,Female
4,79.85714285714286,574,Male
6,77.42857142857143,575,Female
3,76.14285714285714,576,Female
5,83.14285714285714,577,Male
7,88.0,578,Female
5,79.85714285714286,579,Female
3,71.71428571428571,580,Female
5,85.85714285714286,581,Agender
6,85.71428571428571,582,Female
3,76.28571428571429,583,Male
5,79.42857142857143,584,Genderqueer
6,82.57142857142857,585,Male
4,79.57142857142857,586,Male
5,79.71428571428571,587,Male
2,74.85714285714286,588,Male
4,79.85714285714286,589,Male
3,77.57142857142857,590,Female
5,82.57142857142857,591,Genderfluid
5,81.71428571428571,592,Female
3,76.0,593,Male
4,79.57142857142857,594,Female
4,79.28571428571429,595,Female
1,71.14285714285714,596,Male
5,83.0,597,Male
4,77.57142857142857,598,Female
6,85.42857142857143,599,Female
6,88.57142857142857,600,Female
6,86.14285714285714,601,Male
5,83.28571428571429,602,Male
1,69.42857142857143,603,Non-binary
5,80.28571428571429,604,Female
5,84.0,605,Male
5,81.71428571428571,606,Male
5,83.28571428571429,607,Female
4,85.0,608,Male
6,86.85714285714286,609,Female
4,77.42857142857143,610,Male
3,74.85714285714286,611,Female
4,75.85714285714286,612,Female
1,68.71428571428571,613,Male
5,80.0,614,Male
2,72.14285714285714,615,Bigender
4,80.42857142857143,616,Female
5,79.71428571428571,617,Female
4,77.0,618,Female
5,78.71428571428571,619,Female
6,82.85714285714286,620,Male
4,76.28571428571429,621,Male
6,80.14285714285714,622,Male
4,74.14285714285714,623,Male
6,89.28571428571429,624,Polygender
5,82.57142857142857,625,Female
6,87.0,626,Female
6,83.42857142857143,627,Female
3,81.0,628,Male
3,77.0,629,Female
5,81.14285714285714,630,Female
4,82.57142857142857,631,Genderfluid
4,79.42857142857143,632,Male
5,79.57142857142857,633,Polygender
6,86.42857142857143,634,Polygender
4,83.42857142857143,635,Male
3,74.71428571428571,636,Female
6,81.85714285714286,637,Male
6,80.0,638,Agender
6,84.28571428571429,639,Male
4,81.28571428571429,640,Male
6,83.57142857142857,641,Male
5,81.0,642,Male
5,84.85714285714286,643,Female
4,75.28571428571429,644,Male
6,84.85714285714286,645,Female
4,78.42857142857143,646,Genderqueer
3,75.14285714285714,647,Male
6,83.28571428571429,648,Bigender
3,78.14285714285714,649,Female
6,84.0,650,Female
4,82.71428571428571,651,Bigender
4,74.71428571428571,652,Male
5,79.0,653,Genderfluid
6,87.28571428571429,654,Female
3,74.14285714285714,655,Female
4,81.0,656,Polygender
5,85.0,657,Female
4,82.57142857142857,658,Genderqueer
4,83.14285714285714,659,Female
6,84.14285714285714,660,Female
5,81.85714285714286,661,Female
2,75.28571428571429,662,Polygender
2,74.42857142857143,663,Male
4,76.28571428571429,664,Male
6,79.57142857142857,665,Male
4,80.14285714285714,666,Female
3,75.14285714285714,667,Female
4,81.0,668,Male
6,87.71428571428571,669,Male
4,73.28571428571429,670,Female
5,81.0,671,Female
7,85.0,672,Female
5,77.85714285714286,673,Female
4,76.42857142857143,674,Male
3,77.42857142857143,675,Female
3,76.0,676,Female
7,84.14285714285714,677,Female
5,79.28571428571429,678,Female
5,81.14285714285714,679,Female
6,86.85714285714286,680,Female
4,75.71428571428571,681,Female
2,71.0,682,Polygender
4,79.42857142857143,683,Female
6,86.85714285714286,684,Female
2,72.0,685,Male
3,74.57142857142857,686,Female
6,89.57142857142857,687,Female
5,79.14285714285714,688,Male
4,76.85714285714286,689,Agender
3,74.42857142857143,690,Female
4,82.42857142857143,691,Male
5,77.85714285714286,692,Female
6,89.14285714285714,693,Female
6,82.42857142857143,694,Genderqueer
4,79.71428571428571,695,Agender
4,76.42857142857143,696,Female
4,78.0,697,Female
3,76.85714285714286,698,Female
2,73.14285714285714,699,Female
5,81.42857142857143,700,Female
4,73.71428571428571,701,Female
7,88.57142857142857,702,Female
3,75.57142857142857,703,Female
3,75.42857142857143,704,Male
6,82.85714285714286,705,Male
5,81.0,706,Male
5,80.57142857142857,707,Male
3,75.0,708,Female
3,77.28571428571429,709,Male
4,82.28571428571429,710,Female
3,77.85714285714286,711,Female
4,79.85714285714286,712,Male
5,78.71428571428571,713,Male
3,75.0,714,Female
5,85.85714285714286,715,Male
3,78.57142857142857,716,Male
3,77.85714285714286,717,Female
5,82.42857142857143,718,Male
3,74.28571428571429,719,Female
5,82.85714285714286,720,Male
7,85.28571428571429,721,Genderqueer
5,76.0,722,Female
1,70.85714285714286,723,Female
6,83.28571428571429,724,Male
6,84.42857142857143,725,Polygender
4,76.42857142857143,726,Male
3,76.0,727,Female
6,83.14285714285714,728,Male
3,75.42857142857143,729,Male
2,68.71428571428571,730,Male
4,80.85714285714286,731,Female
5,80.85714285714286,732,Male
3,79.57142857142857,733,Male
4,74.0,734,Female
4,82.57142857142857,735,Female
5,85.14285714285714,736,Female
3,75.0,737,Male
5,80.71428571428571,738,Female
5,79.85714285714286,739,Male
5,85.57142857142857,740,Female
5,77.57142857142857,741,Female
5,84.71428571428571,742,Female
3,75.71428571428571,743,Female
5,80.57142857142857,744,Female
5,81.71428571428571,745,Male
4,79.28571428571429,746,Polygender
4,75.71428571428571,747,Female
3,76.57142857142857,748,Male
6,82.0,749,Female
4,76.28571428571429,750,Female
3,75.71428571428571,751,Male
3,74.14285714285714,752,Male
4,81.14285714285714,753,Male
6,84.0,754,Male
5,75.71428571428571,755,Male
5,80.42857142857143,756,Female
5,77.85714285714286,757,Female
3,77.85714285714286,758,Male
4,77.42857142857143,759,Female
5,83.0,760,Female
4,79.28571428571429,761,Male
4,77.57142857142857,762,Male
4,78.85714285714286,763,Female
7,91.28571428571429,764,Female
4,73.85714285714286,765,Polygender
5,86.14285714285714,766,Female
3,75.71428571428571,767,Female
5,80.42857142857143,768,Female
4,83.0,769,Male
6,82.57142857142857,770,Male
5,77.28571428571429,771,Female
3,74.57142857142857,772,Female
5,80.14285714285714,773,Female
3,73.0,774,Male
5,80.28571428571429,775,Bigender
3,77.0,776,Genderqueer
7,83.42857142857143,777,Male
4,74.57142857142857,778,Female
3,77.14285714285714,779,Male
4,80.28571428571429,780,Male
4,77.71428571428571,781,Female
7,85.85714285714286,782,Female
3,74.42857142857143,783,Female
5,83.85714285714286,784,Male
3,73.57142857142857,785,Male
3,78.85714285714286,786,Female
5,80.0,787,Female
5,81.85714285714286,788,Female
3,77.57142857142857,789,Male
5,81.71428571428571,790,Male
6,83.42857142857143,791,Female
6,87.42857142857143,792,Female
4,76.42857142857143,793,Male
2,73.28571428571429,794,Male
4,80.57142857142857,795,Female
5,79.42857142857143,796,Male
3,76.42857142857143,797,Female
6,78.42857142857143,798,Male
6,85.57142857142857,799,Male
4,76.42857142857143,800,Female
3,74.71428571428571,801,Female
6,83.42857142857143,802,Female
6,88.71428571428571,803,Agender
3,72.14285714285714,804,Male
4,74.28571428571429,805,Male
4,79.42857142857143,806,Genderqueer
5,79.57142857142857,807,Male
7,93.0,808,Female
6,87.14285714285714,809,Female
4,80.14285714285714,810,Male
5,78.28571428571429,811,Male
3,75.28571428571429,812,Female
3,75.57142857142857,813,Male
4,78.14285714285714,814,Male
4,80.57142857142857,815,Agender
5,84.28571428571429,816,Female
4,78.71428571428571,817,Female
6,80.28571428571429,818,Male
4,78.42857142857143,819,Female
2,74.57142857142857,820,Female
4,80.14285714285714,821,Agender
5,81.14285714285714,822,Male
6,83.14285714285714,823,Female
5,79.57142857142857,824,Male
3,75.0,825,Male
4,79.42857142857143,826,Male
3,79.28571428571429,827,Female
5,82.28571428571429,828,Female
6,82.71428571428571,829,Male
5,81.85714285714286,830,Female
5,83.14285714285714,831,Female
3,78.28571428571429,832,Female
6,88.71428571428571,833,Female
5,82.0,834,Male
4,78.57142857142857,835,Male
3,77.42857142857143,836,Female
7,88.14285714285714,837,Female
5,83.42857142857143,838,Male
7,91.14285714285714,839,Female
5,79.14285714285714,840,Female
5,83.57142857142857,841,Female
5,80.85714285714286,842,Male
5,81.85714285714286,843,Female
5,86.42857142857143,844,Male
5,84.71428571428571,845,Female
7,88.42857142857143,846,Female
6,82.14285714285714,847,Female
5,76.71428571428571,848,Female
5,81.42857142857143,849,Polygender
6,82.85714285714286,850,Male
2,69.14285714285714,851,Female
4,80.71428571428571,852,Female
4,77.71428571428571,853,Female
4,77.28571428571429,854,Female
6,88.71428571428571,855,Male
4,79.71428571428571,856,Male
6,86.0,857,Female
5,75.0,858,Male
4,77.14285714285714,859,Male
5,79.42857142857143,860,Genderfluid
5,82.71428571428571,861,Female
6,79.28571428571429,862,Female
7,86.57142857142857,863,Female
5,82.71428571428571,864,Female
5,84.85714285714286,865,Male
4,80.71428571428571,866,Female
7,88.57142857142857,867,Female
5,83.14285714285714,868,Female
4,80.0,869,Male
5,83.14285714285714,870,Male
6,87.71428571428571,871,Female
3,73.42857142857143,872,Female
4,78.57142857142857,873,Male
6,92.42857142857143,874,Male
3,78.42857142857143,875,Male
5,77.42857142857143,876,Female
3,74.85714285714286,877,Male
4,72.14285714285714,878,Male
5,80.57142857142857,879,Female
2,71.85714285714286,880,Female
3,76.14285714285714,881,Bigender
3,72.57142857142857,882,Female
5,82.71428571428571,883,Male
4,79.0,884,Male
4,80.71428571428571,885,Female
4,76.71428571428571,886,Male
7,91.0,887,Bigender
4,79.0,888,Female
4,80.14285714285714,889,Female
5,82.42857142857143,890,Male
6,87.85714285714286,891,Male
4,73.71428571428571,892,Female
4,76.57142857142857,893,Male
5,79.42857142857143,894,Bigender
5,83.57142857142857,895,Genderqueer
4,79.71428571428571,896,Female
6,83.57142857142857,897,Agender
4,78.14285714285714,898,Male
4,81.28571428571429,899,Female
4,78.14285714285714,900,Female
5,82.71428571428571,901,Female
3,75.0,902,Female
2,69.57142857142857,903,Male
5,85.28571428571429,904,Female
5,77.85714285714286,905,Male
4,76.14285714285714,906,Male
3,73.85714285714286,907,Female
4,77.71428571428571,908,Male
4,76.42857142857143,909,Polygender
3,75.57142857142857,910,Bigender
6,86.0,911,Male
5,83.57142857142857,912,Male
2,73.42857142857143,913,Male
6,87.28571428571429,914,Female
5,76.85714285714286,915,Female
4,78.57142857142857,916,Male
2,74.0,917,Female
4,77.57142857142857,918,Male
2,71.0,919,Female
5,84.14285714285714,920,Male
3,71.0,921,Female
6,82.85714285714286,922,Female
4,81.85714285714286,923,Male
4,82.85714285714286,924,Male
4,79.85714285714286,925,Male
5,85.14285714285714,926,Female
3,74.71428571428571,927,Female
6,88.14285714285714,928,Genderfluid
5,79.71428571428571,929,Genderfluid
2,72.57142857142857,930,Female
6,83.85714285714286,931,Female
6,86.71428571428571,932,Female
3,77.0,933,Female
5,82.42857142857143,934,Male
4,80.57142857142857,935,Female
6,84.57142857142857,936,Male
3,77.57142857142857,937,Male
2,72.85714285714286,938,Male
4,78.28571428571429,939,Male
7,85.0,940,Female
6,80.57142857142857,941,Female
4,78.42857142857143,942,Female
4,78.14285714285714,943,Female
5,82.57142857142857,944,Male
5,86.28571428571429,945,Female
5,79.85714285714286,946,Female
4,80.42857142857143,947,Male
