name,metric,raw_value,scaled_value
Sara Stohler,career_length,14.301369863013699,69.0
Thi Xoa Nguyen,career_length,10.482191780821918,32.0
Vivian Im,career_length,11.747945205479452,43.0
Lynne Beaumont,career_length,15.863013698630137,78.0
Christina Lindley,career_length,13.087671232876712,59.0
Yuri Ishida,career_length,9.284931506849315,24.0
Lisa Meredith,career_length,2.208219178082192,1.0
Xuyen Pham,career_length,16.610958904109587,81.0
Karina Jett,career_length,19.671232876712327,89.0
Lika Gerasimova,career_length,13.561643835616438,63.0
Carmine Tirone,career_length,15.868493150684932,79.0
Yaxi Zhu,career_length,3.372602739726027,3.0
Catherine Dever,career_length,12.572602739726028,54.0
Maureen Feduniak,career_length,17.923287671232877,85.0
Tiffany Williamson,career_length,9.027397260273972,23.0
Vanessa Selbst,countries_visited,14.0,91.5
Kathy Liebert,countries_visited,8.0,64.0
Kristen Bicknell,countries_visited,16.0,96.5
Annie Duke,countries_visited,3.0,31.0
Maria Ho,countries_visited,15.0,94.0
Annette Obrestad,countries_visited,9.0,73.0
Liv Boeree,countries_visited,22.0,100.0
Vanessa Rousso,countries_visited,12.0,88.0
Maria Constanza Lampropulos,countries_visited,18.0,99.0
Joanne Liu,countries_visited,10.0,80.5
Loni Harwood,countries_visited,3.0,31.0
Jennifer Harman,countries_visited,5.0,49.5
Kathy Lehne,countries_visited,3.0,31.0
Hui Chen Kuo,countries_visited,16.0,96.5
Victoria Coren Mitchell,countries_visited,9.0,73.0
Xuan Liu,countries_visited,11.0,85.0
Ana Marquez,countries_visited,15.0,94.0
Sandra Naujoks,countries_visited,9.0,73.0
Esther Taylor,countries_visited,2.0,18.5
Barbara Enright,countries_visited,5.0,49.5
Clonie Gowen,countries_visited,3.0,31.0
Mimi Tran,countries_visited,2.0,18.5
Lucille Cailly,countries_visited,7.0,57.0
Allyn Jaffrey Shulman,countries_visited,7.0,57.0
Kelly Minkin,countries_visited,2.0,18.5
Sosia Jiang,countries_visited,8.0,64.0
Jackqueline Glazier,countries_visited,4.0,42.0
Cyndy Violette,countries_visited,1.0,6.5
Lisa Hamilton,countries_visited,3.0,31.0
Lucy Rokach,countries_visited,9.0,73.0
Nadya Magnus,countries_visited,2.0,18.5
Leo Margets,countries_visited,12.0,88.0
Gaelle Baumann,countries_visited,14.0,91.5
Wendy Freedman,countries_visited,4.0,42.0
Natasha Mercier,countries_visited,6.0,53.5
Isabelle Mercier,countries_visited,10.0,80.5
Amanda Musumeci,countries_visited,5.0,49.5
Ema Zajmovic,countries_visited,10.0,80.5
Jessica Dawley,countries_visited,4.0,42.0
Cate Hall,countries_visited,5.0,49.5
Anna Wroblewski,countries_visited,3.0,31.0
Kristy Gazes,countries_visited,6.0,53.5
Celina Lin Pei Fei,countries_visited,9.0,73.0
Jennifer Tilly,countries_visited,7.0,57.0
Marsha Waggoner,countries_visited,8.0,64.0
Samantha Cohen,countries_visited,12.0,88.0
Melanie Weisner,countries_visited,13.0,90.0
Linglin Zeng,countries_visited,4.0,42.0
Melissa Hayden,countries_visited,7.0,57.0
Lily Kiletto,countries_visited,4.0,42.0
Lauren Roberts,countries_visited,5.0,49.5
Erica Schoenberg,countries_visited,3.0,31.0
Li Yan,countries_visited,9.0,73.0
Isabel Baltazar,countries_visited,9.0,73.0
Nancy Birnbaum,countries_visited,3.0,31.0
Liz Lieu,countries_visited,8.0,64.0
Nani Dollison,countries_visited,2.0,18.5
Sixiao Li,countries_visited,10.0,80.5
Ronit Chamani,countries_visited,8.0,64.0
Marsha Wolak,countries_visited,1.0,6.5
Abbey Daniels,countries_visited,1.0,6.5
Jamie Kerstetter,countries_visited,3.0,31.0
Elisabeth Hille,countries_visited,9.0,73.0
Gao Wenling,countries_visited,8.0,64.0
Anna Antimony,countries_visited,2.0,18.5
Kara Scott,countries_visited,9.0,73.0
Natalya Nikitina,countries_visited,10.0,80.5
Mimi Luu,countries_visited,1.0,6.5
Gloria Jackson,countries_visited,1.0,6.5
Kristina Holst,countries_visited,2.0,18.5
Cherish Andrews,countries_visited,2.0,18.5
Louise Francoeur,countries_visited,4.0,42.0
Melanie Banfield,countries_visited,3.0,31.0
Carol Fuchs,countries_visited,1.0,6.5
Shirley Rosario,countries_visited,2.0,18.5
Ness Reilly,countries_visited,4.0,42.0
Vivian Saliba,countries_visited,8.0,64.0
Svetlana Gromenkova,countries_visited,3.0,31.0
Fatima Moreira De Melo,countries_visited,15.0,94.0
Angelina Rich,countries_visited,11.0,85.0
Kyna England,countries_visited,1.0,6.5
La Sengphet,countries_visited,1.0,6.5
Carla Sabini,countries_visited,4.0,42.0
Samantha Abernathy,countries_visited,2.0,18.5
Haixia Zhang,countries_visited,1.0,6.5
Sara Stohler,countries_visited,1.0,6.5
Thi Xoa Nguyen,countries_visited,11.0,85.0
Vivian Im,countries_visited,8.0,64.0
Lynne Beaumont,countries_visited,5.0,49.5
Christina Lindley,countries_visited,3.0,31.0
Yuri Ishida,countries_visited,17.0,98.0
Lisa Meredith,countries_visited,1.0,6.5
Xuyen Pham,countries_visited,10.0,80.5
Karina Jett,countries_visited,4.0,42.0
Lika Gerasimova,countries_visited,8.0,64.0
Carmine Tirone,countries_visited,1.0,6.5
Yaxi Zhu,countries_visited,7.0,57.0
Catherine Dever,countries_visited,2.0,18.5
Maureen Feduniak,countries_visited,2.0,18.5
Tiffany Williamson,countries_visited,3.0,31.0
Vanessa Selbst,total_prize_money,11906247.0,100.0
Kathy Liebert,total_prize_money,6465318.0,98.0
Kristen Bicknell,total_prize_money,6588238.0,99.0
Annie Duke,total_prize_money,4270548.0,96.0
Maria Ho,total_prize_money,4275638.0,97.0
Annette Obrestad,total_prize_money,3942232.0,95.0
Liv Boeree,total_prize_money,3918486.0,94.0
Vanessa Rousso,total_prize_money,3554327.0,93.0
Maria Constanza Lampropulos,total_prize_money,3404216.0,90.0
Joanne Liu,total_prize_money,3425574.0,91.0
Loni Harwood,total_prize_money,3185210.0,89.0
Jennifer Harman,total_prize_money,2768839.0,88.0
Kathy Lehne,total_prize_money,2765938.0,87.0
Hui Chen Kuo,total_prize_money,2571585.0,86.0
Victoria Coren Mitchell,total_prize_money,2500916.0,85.0
Xuan Liu,total_prize_money,1988460.0,84.0
Ana Marquez,total_prize_money,1891934.0,83.0
Sandra Naujoks,total_prize_money,1789239.0,82.0
Esther Taylor,total_prize_money,1749510.0,81.0
Barbara Enright,total_prize_money,1739867.0,80.0
Clonie Gowen,total_prize_money,1639064.0,79.0
Mimi Tran,total_prize_money,1627369.0,78.0
Lucille Cailly,total_prize_money,1547204.0,75.0
Allyn Jaffrey Shulman,total_prize_money,1568871.0,77.0
Kelly Minkin,total_prize_money,1523139.0,74.0
Sosia Jiang,total_prize_money,1566934.0,76.0
Jackqueline Glazier,total_prize_money,1423069.0,73.0
Cyndy Violette,total_prize_money,1407044.0,72.0
Lisa Hamilton,total_prize_money,1330878.0,70.0
Lucy Rokach,total_prize_money,1338765.0,71.0
Nadya Magnus,total_prize_money,1253680.0,68.0
Leo Margets,total_prize_money,1244940.0,67.0
Gaelle Baumann,total_prize_money,1237029.0,66.0
Wendy Freedman,total_prize_money,1272685.0,69.0
Natasha Mercier,total_prize_money,1211463.0,64.0
Isabelle Mercier,total_prize_money,1233911.0,65.0
Amanda Musumeci,total_prize_money,1103874.0,60.0
Ema Zajmovic,total_prize_money,1148263.0,63.0
Jessica Dawley,total_prize_money,1124489.0,61.0
Cate Hall,total_prize_money,1090203.0,59.0
Anna Wroblewski,total_prize_money,1130494.0,62.0
Kristy Gazes,total_prize_money,1048726.0,58.0
Celina Lin Pei Fei,total_prize_money,1029678.0,56.0
Jennifer Tilly,total_prize_money,1034348.0,57.0
Marsha Waggoner,total_prize_money,956006.0,55.0
Samantha Cohen,total_prize_money,941580.0,53.0
Melanie Weisner,total_prize_money,913529.0,51.0
Linglin Zeng,total_prize_money,909423.0,50.0
Melissa Hayden,total_prize_money,890104.0,47.0
Lily Kiletto,total_prize_money,881470.0,46.0
Lauren Roberts,total_prize_money,920239.0,52.0
Erica Schoenberg,total_prize_money,902667.0,49.0
Li Yan,total_prize_money,846825.0,45.0
Isabel Baltazar,total_prize_money,845070.0,44.0
Nancy Birnbaum,total_prize_money,896457.0,48.0
Liz Lieu,total_prize_money,794677.0,43.0
Nani Dollison,total_prize_money,776992.0,41.0
Sixiao Li,total_prize_money,749086.0,39.0
Ronit Chamani,total_prize_money,953797.0,54.0
Marsha Wolak,total_prize_money,751646.0,40.0
Abbey Daniels,total_prize_money,713438.0,36.0
Jamie Kerstetter,total_prize_money,710067.0,35.0
Elisabeth Hille,total_prize_money,684593.0,34.0
Gao Wenling,total_prize_money,3439822.0,92.0
Anna Antimony,total_prize_money,719796.0,37.0
Kara Scott,total_prize_money,664795.0,32.0
Natalya Nikitina,total_prize_money,788966.0,42.0
Mimi Luu,total_prize_money,659268.0,31.0
Gloria Jackson,total_prize_money,670542.0,33.0
Kristina Holst,total_prize_money,637608.0,30.0
Cherish Andrews,total_prize_money,629885.0,29.0
Louise Francoeur,total_prize_money,741740.0,38.0
Melanie Banfield,total_prize_money,610829.0,27.0
Carol Fuchs,total_prize_money,608729.0,26.0
Shirley Rosario,total_prize_money,608680.0,25.0
Ness Reilly,total_prize_money,626497.0,28.0
Vivian Saliba,total_prize_money,593262.0,23.0
Svetlana Gromenkova,total_prize_money,585137.0,22.0
Fatima Moreira De Melo,total_prize_money,577274.0,18.0
Angelina Rich,total_prize_money,578802.0,19.0
Kyna England,total_prize_money,573938.0,17.0
La Sengphet,total_prize_money,582207.0,21.0
Carla Sabini,total_prize_money,559415.0,15.0
Samantha Abernathy,total_prize_money,580164.0,20.0
Haixia Zhang,total_prize_money,553905.0,13.0
Sara Stohler,total_prize_money,557322.0,14.0
Thi Xoa Nguyen,total_prize_money,559490.0,16.0
Vivian Im,total_prize_money,537831.0,11.0
Lynne Beaumont,total_prize_money,597456.0,24.0
Christina Lindley,total_prize_money,536988.0,10.0
Yuri Ishida,total_prize_money,521236.0,9.0
Lisa Meredith,total_prize_money,520003.0,8.0
Xuyen Pham,total_prize_money,519570.0,7.0
Karina Jett,total_prize_money,545131.0,12.0
Lika Gerasimova,total_prize_money,511115.0,6.0
Carmine Tirone,total_prize_money,509345.0,5.0
Yaxi Zhu,total_prize_money,506759.0,3.0
Catherine Dever,total_prize_money,507660.0,4.0
Maureen Feduniak,total_prize_money,503040.0,2.0
Tiffany Williamson,total_prize_money,503022.0,1.0
Vanessa Selbst,biggest_win,1823430.0,97.0
Kathy Liebert,biggest_win,1000000.0,91.0
Kristen Bicknell,biggest_win,408000.0,67.0
Annie Duke,biggest_win,2000000.0,98.0
Maria Ho,biggest_win,540020.0,81.0
Annette Obrestad,biggest_win,2013733.0,99.0
Liv Boeree,biggest_win,1698300.0,95.0
Vanessa Rousso,biggest_win,700160.0,89.0
Maria Constanza Lampropulos,biggest_win,1255004.0,93.0
Joanne Liu,biggest_win,600000.0,85.5
Loni Harwood,biggest_win,609017.0,88.0
Jennifer Harman,biggest_win,383840.0,64.0
Kathy Lehne,biggest_win,1785000.0,96.0
Hui Chen Kuo,biggest_win,248380.0,46.0
Victoria Coren Mitchell,biggest_win,941513.0,90.0
Xuan Liu,biggest_win,600000.0,85.5
Ana Marquez,biggest_win,445000.0,73.0
Sandra Naujoks,biggest_win,1159541.0,92.0
Esther Taylor,biggest_win,543713.0,82.0
Barbara Enright,biggest_win,180000.0,36.0
Clonie Gowen,biggest_win,437775.0,71.0
Mimi Tran,biggest_win,472228.0,77.0
Lucille Cailly,biggest_win,1386267.0,94.0
Allyn Jaffrey Shulman,biggest_win,603713.0,87.0
Kelly Minkin,biggest_win,262912.0,49.0
Sosia Jiang,biggest_win,498073.0,79.0
Jackqueline Glazier,biggest_win,458996.0,76.0
Cyndy Violette,biggest_win,295970.0,54.0
Lisa Hamilton,biggest_win,451880.0,75.0
Lucy Rokach,biggest_win,91314.0,9.0
Nadya Magnus,biggest_win,171642.0,35.0
Leo Margets,biggest_win,352832.0,63.0
Gaelle Baumann,biggest_win,590442.0,83.5
Wendy Freedman,biggest_win,167696.0,33.0
Natasha Mercier,biggest_win,348374.0,62.0
Isabelle Mercier,biggest_win,341862.0,61.0
Amanda Musumeci,biggest_win,481643.0,78.0
Ema Zajmovic,biggest_win,424511.0,69.0
Jessica Dawley,biggest_win,204610.0,41.0
Cate Hall,biggest_win,291320.0,53.0
Anna Wroblewski,biggest_win,337395.0,60.0
Kristy Gazes,biggest_win,250000.0,47.0
Celina Lin Pei Fei,biggest_win,110077.0,18.0
Jennifer Tilly,biggest_win,158335.0,31.0
Marsha Waggoner,biggest_win,100000.0,11.5
Samantha Cohen,biggest_win,154419.0,30.0
Melanie Weisner,biggest_win,51820.0,6.0
Linglin Zeng,biggest_win,393506.0,65.0
Melissa Hayden,biggest_win,142000.0,26.0
Lily Kiletto,biggest_win,191880.0,38.0
Lauren Roberts,biggest_win,218400.0,44.0
Erica Schoenberg,biggest_win,261646.0,48.0
Li Yan,biggest_win,103192.0,13.0
Isabel Baltazar,biggest_win,105169.0,14.0
Nancy Birnbaum,biggest_win,51269.0,5.0
Liz Lieu,biggest_win,168590.0,34.0
Nani Dollison,biggest_win,441440.0,72.0
Sixiao Li,biggest_win,313895.0,58.0
Ronit Chamani,biggest_win,198067.0,40.0
Marsha Wolak,biggest_win,192344.0,39.0
Abbey Daniels,biggest_win,286819.0,52.0
Jamie Kerstetter,biggest_win,44937.0,3.0
Elisabeth Hille,biggest_win,590442.0,83.5
Gao Wenling,biggest_win,2748605.0,100.0
Anna Antimony,biggest_win,126146.0,22.0
Kara Scott,biggest_win,413612.0,68.0
Natalya Nikitina,biggest_win,332624.0,59.0
Mimi Luu,biggest_win,105500.0,15.0
Gloria Jackson,biggest_win,106724.0,16.0
Kristina Holst,biggest_win,126000.0,21.0
Cherish Andrews,biggest_win,210083.0,42.0
Louise Francoeur,biggest_win,49108.0,4.0
Melanie Banfield,biggest_win,134756.0,25.0
Carol Fuchs,biggest_win,127735.0,23.0
Shirley Rosario,biggest_win,146522.0,28.0
Ness Reilly,biggest_win,182249.0,37.0
Vivian Saliba,biggest_win,308888.0,57.0
Svetlana Gromenkova,biggest_win,224702.0,45.0
Fatima Moreira De Melo,biggest_win,95750.0,10.0
Angelina Rich,biggest_win,304386.0,56.0
Kyna England,biggest_win,448755.0,74.0
La Sengphet,biggest_win,100000.0,11.5
Carla Sabini,biggest_win,214543.0,43.0
Samantha Abernathy,biggest_win,437543.0,70.0
Haixia Zhang,biggest_win,165492.0,32.0
Sara Stohler,biggest_win,66000.0,7.0
Thi Xoa Nguyen,biggest_win,76112.0,8.0
Vivian Im,biggest_win,134142.0,24.0
Lynne Beaumont,biggest_win,273090.0,51.0
Christina Lindley,biggest_win,112590.0,19.0
Yuri Ishida,biggest_win,41635.0,1.0
Lisa Meredith,biggest_win,500000.0,80.0
Xuyen Pham,biggest_win,302477.0,55.0
Karina Jett,biggest_win,120000.0,20.0
Lika Gerasimova,biggest_win,142688.0,27.0
Carmine Tirone,biggest_win,267300.0,50.0
Yaxi Zhu,biggest_win,147979.0,29.0
Catherine Dever,biggest_win,41979.0,2.0
Maureen Feduniak,biggest_win,108564.0,17.0
Tiffany Williamson,biggest_win,400000.0,66.0
Vanessa Selbst,number_of_events,86.0,69.0
Kathy Liebert,number_of_events,397.0,100.0
Kristen Bicknell,number_of_events,150.0,88.0
Annie Duke,number_of_events,79.0,61.5
Maria Ho,number_of_events,154.0,90.0
Annette Obrestad,number_of_events,72.0,53.5
Liv Boeree,number_of_events,103.0,78.0
Vanessa Rousso,number_of_events,68.0,49.0
Maria Constanza Lampropulos,number_of_events,97.0,76.0
Joanne Liu,number_of_events,287.0,98.0
Loni Harwood,number_of_events,156.0,91.0
Jennifer Harman,number_of_events,93.0,73.5
Kathy Lehne,number_of_events,9.0,2.0
Hui Chen Kuo,number_of_events,126.0,85.0
Victoria Coren Mitchell,number_of_events,63.0,44.5
Xuan Liu,number_of_events,54.0,38.0
Ana Marquez,number_of_events,87.0,70.0
Sandra Naujoks,number_of_events,24.0,8.0
Esther Taylor,number_of_events,77.0,59.5
Barbara Enright,number_of_events,289.0,99.0
Clonie Gowen,number_of_events,42.0,26.5
Mimi Tran,number_of_events,82.0,67.0
Lucille Cailly,number_of_events,14.0,3.0
Allyn Jaffrey Shulman,number_of_events,135.0,86.0
Kelly Minkin,number_of_events,73.0,55.5
Sosia Jiang,number_of_events,31.0,15.0
Jackqueline Glazier,number_of_events,79.0,61.5
Cyndy Violette,number_of_events,80.0,63.5
Lisa Hamilton,number_of_events,42.0,26.5
Lucy Rokach,number_of_events,90.0,71.0
Nadya Magnus,number_of_events,112.0,80.5
Leo Margets,number_of_events,75.0,58.0
Gaelle Baumann,number_of_events,53.0,36.5
Wendy Freedman,number_of_events,187.0,95.0
Natasha Mercier,number_of_events,80.0,63.5
Isabelle Mercier,number_of_events,48.0,32.0
Amanda Musumeci,number_of_events,71.0,51.0
Ema Zajmovic,number_of_events,28.0,12.0
Jessica Dawley,number_of_events,92.0,72.0
Cate Hall,number_of_events,57.0,41.0
Anna Wroblewski,number_of_events,65.0,47.5
Kristy Gazes,number_of_events,55.0,39.0
Celina Lin Pei Fei,number_of_events,120.0,82.0
Jennifer Tilly,number_of_events,61.0,43.0
Marsha Waggoner,number_of_events,176.0,93.0
Samantha Cohen,number_of_events,72.0,53.5
Melanie Weisner,number_of_events,74.0,57.0
Linglin Zeng,number_of_events,35.0,20.0
Melissa Hayden,number_of_events,82.0,67.0
Lily Kiletto,number_of_events,73.0,55.5
Lauren Roberts,number_of_events,30.0,13.5
Erica Schoenberg,number_of_events,64.0,46.0
Li Yan,number_of_events,71.0,51.0
Isabel Baltazar,number_of_events,98.0,77.0
Nancy Birnbaum,number_of_events,230.0,97.0
Liz Lieu,number_of_events,34.0,18.0
Nani Dollison,number_of_events,30.0,13.5
Sixiao Li,number_of_events,65.0,47.5
Ronit Chamani,number_of_events,81.0,65.0
Marsha Wolak,number_of_events,177.0,94.0
Abbey Daniels,number_of_events,124.0,84.0
Jamie Kerstetter,number_of_events,166.0,92.0
Elisabeth Hille,number_of_events,23.0,7.0
Gao Wenling,number_of_events,39.0,22.5
Anna Antimony,number_of_events,95.0,75.0
Kara Scott,number_of_events,25.0,9.5
Natalya Nikitina,number_of_events,35.0,20.0
Mimi Luu,number_of_events,35.0,20.0
Gloria Jackson,number_of_events,122.0,83.0
Kristina Holst,number_of_events,27.0,11.0
Cherish Andrews,number_of_events,43.0,28.5
Louise Francoeur,number_of_events,221.0,96.0
Melanie Banfield,number_of_events,56.0,40.0
Carol Fuchs,number_of_events,77.0,59.5
Shirley Rosario,number_of_events,105.0,79.0
Ness Reilly,number_of_events,33.0,17.0
Vivian Saliba,number_of_events,43.0,28.5
Svetlana Gromenkova,number_of_events,63.0,44.5
Fatima Moreira De Melo,number_of_events,51.0,34.5
Angelina Rich,number_of_events,50.0,33.0
Kyna England,number_of_events,25.0,9.5
La Sengphet,number_of_events,82.0,67.0
Carla Sabini,number_of_events,41.0,24.5
Samantha Abernathy,number_of_events,58.0,42.0
Haixia Zhang,number_of_events,46.0,30.5
Sara Stohler,number_of_events,112.0,80.5
Thi Xoa Nguyen,number_of_events,51.0,34.5
Vivian Im,number_of_events,46.0,30.5
Lynne Beaumont,number_of_events,153.0,89.0
Christina Lindley,number_of_events,71.0,51.0
Yuri Ishida,number_of_events,147.0,87.0
Lisa Meredith,number_of_events,5.0,1.0
Xuyen Pham,number_of_events,39.0,22.5
Karina Jett,number_of_events,53.0,36.5
Lika Gerasimova,number_of_events,32.0,16.0
Carmine Tirone,number_of_events,20.0,6.0
Yaxi Zhu,number_of_events,17.0,4.5
Catherine Dever,number_of_events,93.0,73.5
Maureen Feduniak,number_of_events,41.0,24.5
Tiffany Williamson,number_of_events,17.0,4.5
Vanessa Selbst,percent_won,0.1744186046511628,95.0
Kathy Liebert,percent_won,0.07052896725440806,64.0
Kristen Bicknell,percent_won,0.06666666666666667,63.0
Annie Duke,percent_won,0.08860759493670886,72.0
Maria Ho,percent_won,0.05194805194805195,53.0
Annette Obrestad,percent_won,0.16666666666666666,93.5
Liv Boeree,percent_won,0.04854368932038835,48.0
Vanessa Rousso,percent_won,0.1323529411764706,89.0
Maria Constanza Lampropulos,percent_won,0.061855670103092786,58.0
Joanne Liu,percent_won,0.11498257839721254,81.0
Loni Harwood,percent_won,0.0641025641025641,60.0
Jennifer Harman,percent_won,0.06451612903225806,61.5
Kathy Lehne,percent_won,0.1111111111111111,78.0
Hui Chen Kuo,percent_won,0.03968253968253968,33.0
Victoria Coren Mitchell,percent_won,0.09523809523809523,75.0
Xuan Liu,percent_won,0.09259259259259259,74.0
Ana Marquez,percent_won,0.022988505747126436,18.0
Sandra Naujoks,percent_won,0.16666666666666666,93.5
Esther Taylor,percent_won,0.012987012987012988,9.0
Barbara Enright,percent_won,0.12110726643598616,86.0
Clonie Gowen,percent_won,0.14285714285714285,90.5
Mimi Tran,percent_won,0.024390243902439025,20.5
Lucille Cailly,percent_won,0.14285714285714285,90.5
Allyn Jaffrey Shulman,percent_won,0.05185185185185185,52.0
Kelly Minkin,percent_won,0.0273972602739726,23.0
Sosia Jiang,percent_won,0.12903225806451613,88.0
Jackqueline Glazier,percent_won,0.11392405063291139,79.0
Cyndy Violette,percent_won,0.0625,59.0
Lisa Hamilton,percent_won,0.023809523809523808,19.0
Lucy Rokach,percent_won,0.32222222222222224,100.0
Nadya Magnus,percent_won,0.017857142857142856,11.5
Leo Margets,percent_won,0.04,34.5
Gaelle Baumann,percent_won,0.0,4.5
Wendy Freedman,percent_won,0.0374331550802139,32.0
Natasha Mercier,percent_won,0.075,66.5
Isabelle Mercier,percent_won,0.08333333333333333,69.0
Amanda Musumeci,percent_won,0.04225352112676056,40.0
Ema Zajmovic,percent_won,0.03571428571428571,28.5
Jessica Dawley,percent_won,0.021739130434782608,16.5
Cate Hall,percent_won,0.0,4.5
Anna Wroblewski,percent_won,0.09230769230769231,73.0
Kristy Gazes,percent_won,0.03636363636363636,30.0
Celina Lin Pei Fei,percent_won,0.075,66.5
Jennifer Tilly,percent_won,0.11475409836065574,80.0
Marsha Waggoner,percent_won,0.05113636363636364,51.0
Samantha Cohen,percent_won,0.0,4.5
Melanie Weisner,percent_won,0.04054054054054054,36.0
Linglin Zeng,percent_won,0.02857142857142857,25.0
Melissa Hayden,percent_won,0.06097560975609756,57.0
Lily Kiletto,percent_won,0.0,4.5
Lauren Roberts,percent_won,0.03333333333333333,27.0
Erica Schoenberg,percent_won,0.015625,10.0
Li Yan,percent_won,0.09859154929577464,77.0
Isabel Baltazar,percent_won,0.04081632653061224,37.0
Nancy Birnbaum,percent_won,0.043478260869565216,42.0
Liz Lieu,percent_won,0.11764705882352941,83.5
Nani Dollison,percent_won,0.2,97.5
Sixiao Li,percent_won,0.046153846153846156,45.0
Ronit Chamani,percent_won,0.037037037037037035,31.0
Marsha Wolak,percent_won,0.04519774011299435,44.0
Abbey Daniels,percent_won,0.04838709677419355,47.0
Jamie Kerstetter,percent_won,0.018072289156626505,13.0
Elisabeth Hille,percent_won,0.043478260869565216,42.0
Gao Wenling,percent_won,0.02564102564102564,22.0
Anna Antimony,percent_won,0.042105263157894736,39.0
Kara Scott,percent_won,0.12,85.0
Natalya Nikitina,percent_won,0.05714285714285714,54.0
Mimi Luu,percent_won,0.08571428571428572,70.0
Gloria Jackson,percent_won,0.040983606557377046,38.0
